season,player_id,first_name,last_name,player_name,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college
2005,101162,Marcin,Gortat,Marcin Gortat,PF-C,83.0,6' 11'',84.0,7' 0'',225.2,87.5,7' 3.5'',110.0,9' 2'',,,,29.5,36.0,11.48,,3.33,18.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101121,Joey,Graham,Joey Graham,SF,77.25,6' 5.25'',78.5,6' 6.5'',216.6,80.0,6' 8'',104.0,8' 8'',,,,30.0,36.0,10.62,,3.05,26.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101122,Danny,Granger,Danny Granger,,79.5,6' 7.5'',80.5,6' 8.5'',225.4,85.5,7' 1.5'',103.0,8' 7'',,,,31.0,34.0,10.84,,3.34,10.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101123,Gerald,Green,Gerald Green,SF,78.0,6' 6'',79.25,6' 7.25'',192,81.75,6' 9.75'',104.0,8' 8'',,,,31.5,39.0,11.2,,3.21,7.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101236,Charles,Hayes,Charles Hayes,SF-PF,77.5,6' 5.5'',78.75,6' 6.75'',232.4,82.0,6' 10'',104.5,8' 8.5'',,,,30.0,33.0,10.7,,3.34,20.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101129,Luther,Head,Luther Head,PG-SG,74.0,6' 2'',75.0,6' 3'',178.8,77.25,6' 5.25'',98.5,8' 2.5'',,,,31.5,38.5,11.12,,3.21,14.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101125,Julius,Hodge,Julius Hodge,SG-SF,78.0,6' 6'',79.0,6' 7'',202.2,84.5,7' 0.5'',107.5,8' 11.5'',,,,24.5,29.0,10.89,,3.18,14.0,,,,,,,,,,,,,,,,,,,,,,,
2005,12112,Jared,Homan,Jared Homan,C-PF,79.75,6' 7.75'',80.75,6' 8.75'',248.2,85.25,7' 1.25'',104.5,8' 8.5'',,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101141,Ersan,Ilyasova,Ersan Ilyasova,SF,79.75,6' 7.75'',81.0,6' 9'',208.8,85.25,7' 1.25'',109.5,9' 1.5'',,,,22.0,30.0,11.59,,3.56,2.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101127,Jarrett,Jack,Jarrett Jack,PG,74.5,6' 2.5'',75.5,6' 3.5'',197.6,79.5,6' 7.5'',100.0,8' 4'',,,,26.0,28.5,10.87,,3.24,5.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101204,Dwayne,Jones,Dwayne Jones,C-PF,80.5,6' 8.5'',82.0,6' 10'',242.2,86.75,7' 2.75'',108.5,9' 0.5'',,,,28.0,31.5,11.87,,3.25,15.0,,,,,,,,,,,,,,,,,,,,,,,
2005,12113,Mindaugas,Katelynas,Mindaugas Katelynas,SF-PF,79.5,6' 7.5'',80.5,6' 8.5'',217,83.0,6' 11'',105.5,8' 9.5'',,,,31.5,35.0,11.6,,3.38,7.0,,,,,,,,,,,,,,,,,,,,,,,
2005,201318,Jason,Klotz,Jason Klotz,C-PF,80.5,6' 8.5'',81.75,6' 9.75'',249.4,82.0,6' 10'',107.5,8' 11.5'',,,,21.5,27.0,13.13,,3.68,12.0,,,,,,,,,,,,,,,,,,,,,,,
2005,-1,Carl,Krauser,Carl Krauser,PG-SG,71.5,5' 11.5'',72.75,6' 0.75'',193.4,77.5,6' 5.5'',98.5,8' 2.5'',,,,26.0,31.0,11.62,,3.38,8.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101247,Keith,Langford,Keith Langford,SG-SF,74.25,6' 2.25'',75.5,6' 3.5'',203.2,81.0,6' 9'',101.0,8' 5'',,,,32.0,29.5,11.38,,3.23,8.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101135,David,Lee,David Lee,PF,79.75,6' 7.75'',81.0,6' 9'',229.5,84.0,7' 0'',106.5,8' 10.5'',,,,30.5,32.5,10.8,,3.19,14.0,,,,,,,,,,,,,,,,,,,,,,,
2005,12114,David,Lucas,David Lucas,PF,78.5,6' 6.5'',79.75,6' 7.75'',233.4,84.0,7' 0'',103.5,8' 7.5'',,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101249,John,Lucas III,John Lucas III,PG,69.25,5' 9.25'',70.5,5' 10.5'',154.4,72.0,6' 0'',92.0,7' 8'',,,,29.0,34.0,10.44,,3.14,4.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101185,Rawle,Marshall,Rawle Marshall,SG-SF,76.5,6' 4.5'',77.75,6' 5.75'',186.6,85.0,7' 1'',104.0,8' 8'',,,,30.5,37.0,11.64,,3.21,7.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101131,Jason,Maxiell,Jason Maxiell,PF,77.0,6' 5'',78.25,6' 6.25'',257.6,87.25,7' 3.25'',107.0,8' 11'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,101118,Sean,May,Sean May,PF,79.0,6' 7'',80.5,6' 8.5'',258.8,85.25,7' 1.25'',105.0,8' 9'',,,,30.0,33.0,11.04,,3.29,12.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101119,Rashad,McCants,Rashad McCants,SG,74.75,6' 2.75'',76.0,6' 4'',201,82.75,6' 10.75'',103.5,8' 7.5'',,,,32.5,34.5,10.39,,3.11,15.0,,,,,,,,,,,,,,,,,,,,,,,
2005,200829,Ivan,McFarlin,Ivan McFarlin,PF,77.5,6' 5.5'',78.75,6' 6.75'',228.6,81.0,6' 9'',105.5,8' 9.5'',,,,26.5,32.0,10.64,,3.27,10.0,,,,,,,,,,,,,,,,,,,,,,,
2005,12115,Juan,Mendez,Juan Mendez,PF-SF,77.25,6' 5.25'',78.75,6' 6.75'',231.4,84.0,7' 0'',106.5,8' 10.5'',,,,29.0,33.0,11.7,,3.24,14.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101223,Aaron,Miles,Aaron Miles,PG,72.0,6' 0'',73.5,6' 1.5'',174.6,75.5,6' 3.5'',94.0,7' 10'',,,,32.0,37.5,10.69,,3.22,7.0,,,,,,,,,,,,,,,,,,,,,,,
2005,12116,Ellis,Myles,Ellis Myles,PF,78.0,6' 6'',79.25,6' 7.25'',255.2,81.75,6' 9.75'',105.5,8' 9.5'',,,,26.0,28.5,12.8,,3.42,15.0,,,,,,,,,,,,,,,,,,,,,,,
2005,12117,Larry,O'Bannon,Larry O'Bannon,SG,75.0,6' 3'',76.25,6' 4.25'',196,78.0,6' 6'',99.5,8' 3.5'',,,,31.5,36.5,11.44,,3.18,17.0,,,,,,,,,,,,,,,,,,,,,,,
2005,12118,Drago,Pasalic,Drago Pasalic,SF-PF,81.5,6' 9.5'',83.0,6' 11'',238.8,83.75,6' 11.75'',108.5,9' 0.5'',,,,25.0,30.5,12.12,,3.48,11.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101108,Chris,Paul,Chris Paul,PG,71.75,5' 11.75'',73.0,6' 1'',178,76.25,6' 4.25'',93.0,7' 9'',,,,32.0,38.0,11.09,,3.22,10.0,,,,,,,,,,,,,,,,,,,,,,,
2005,200819,Kevin,Pittsnogle,Kevin Pittsnogle,PF,81.25,6' 9.25'',82.25,6' 10.25'',259.2,82.5,6' 10.5'',106.0,8' 10'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,201225,Carlos,Powell,Carlos Powell,SF-PF,77.25,6' 5.25'',78.75,6' 6.75'',221.8,82.75,6' 10.75'',105.0,8' 9'',,,,27.5,34.5,11.54,,3.21,12.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101232,Roger,Powell,Roger Powell,SF,76.75,6' 4.75'',78.0,6' 6'',218.6,83.5,6' 11.5'',104.0,8' 8'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,101179,Ronnie,Price,Ronnie Price,PG,72.75,6' 0.75'',74.25,6' 2.25'',184.8,77.5,6' 5.5'',96.5,8' 0.5'',,,,31.5,39.0,10.49,,3.29,11.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101194,Anthony,Roberson,Anthony Roberson,PG,72.75,6' 0.75'',74.5,6' 2.5'',178.8,74.75,6' 2.75'',95.0,7' 11'',,,,31.5,37.0,11.17,,3.19,14.0,,,,,,,,,,,,,,,,,,,,,,,
2005,201575,Brandon,Rush,Brandon Rush,SG-SF,77.0,6' 5'',78.5,6' 6.5'',211.4,83.25,6' 11.25'',104.5,8' 8.5'',,,,32.5,35.0,11.33,,3.31,0.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101195,Luke,Schenscher,Luke Schenscher,C,83.75,6' 11.75'',85.5,7' 1.5'',241.6,89.0,7' 5'',111.5,9' 3.5'',,,,23.5,26.5,12.4,,3.47,1.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101134,Wayne,Simien,Wayne Simien,PF,79.25,6' 7.25'',81.0,6' 9'',255.8,84.0,7' 0'',107.0,8' 11'',,,,27.0,27.5,11.05,,3.35,11.0,,,,,,,,,,,,,,,,,,,,,,,
2005,12120,Tre,Simmons,Tre Simmons,SG-SF,76.0,6' 4'',77.0,6' 5'',194.2,79.5,6' 7.5'',102.5,8' 6.5'',,,,27.0,31.5,10.8,,3.18,3.0,,,,,,,,,,,,,,,,,,,,,,,
2005,12121,David,Simon,David Simon,C-PF,80.0,6' 8'',81.5,6' 9.5'',258.8,87.5,7' 3.5'',108.0,9' 0'',,,,28.0,33.0,11.98,,3.44,18.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101147,Chris,Taft,Chris Taft,PF,80.5,6' 8.5'',81.5,6' 9.5'',261,85.75,7' 1.75'',109.0,9' 1'',,,,28.5,33.0,11.26,,3.27,14.0,,,,,,,,,,,,,,,,,,,,,,,
2005,12122,Chris,Thomas,Chris Thomas,PG,71.75,5' 11.75'',73.0,6' 1'',176.2,75.0,6' 3'',95.0,7' 11'',,,,28.5,34.0,10.84,,3.33,14.0,,,,,,,,,,,,,,,,,,,,,,,
2005,12119,Omar,Thomas,Omar Thomas,SF-SG,75.25,6' 3.25'',76.5,6' 4.5'',200,80.0,6' 8'',102.0,8' 6'',,,,25.0,29.5,11.11,,3.27,6.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101159,Dijon,Thompson,Dijon Thompson,SF-SG,78.25,6' 6.25'',80.0,6' 8'',195.8,81.75,6' 9.75'',105.5,8' 9.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,101142,Ronny,Turiaf,Ronny Turiaf,PF,80.0,6' 8'',81.25,6' 9.25'',237.8,85.5,7' 1.5'',106.5,8' 10.5'',,,,30.5,33.0,11.5,,3.23,15.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101111,Charlie,Villanueva,Charlie Villanueva,PF-SF,81.0,6' 9'',81.5,6' 9.5'',236.6,84.25,7' 0.25'',109.0,9' 1'',,,,26.0,31.0,10.86,,3.3,11.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101124,Hakim,Warrick,Hakim Warrick,PF-SF,79.25,6' 7.25'',80.5,6' 8.5'',215,86.0,7' 2'',108.0,9' 0'',,,,33.0,38.0,,,3.22,11.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101110,Martell,Webster,Martell Webster,SF,78.0,6' 6'',79.5,6' 7.5'',229.6,83.0,6' 11'',106.0,8' 10'',,,,28.0,30.5,11.39,,3.39,7.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101156,Robert,Whaley,Robert Whaley,PF-C,80.0,6' 8'',81.0,6' 9'',269.4,86.0,7' 2'',108.0,9' 0'',,,,28.5,33.5,12.11,,3.25,15.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101107,Marvin,Williams,Marvin Williams,PF-SF,79.0,6' 7'',80.25,6' 8.25'',228.2,87.5,7' 3.5'',108.0,9' 0'',,,,29.5,35.0,11.11,,3.17,12.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101114,Deron,Williams,Deron Williams,PG,73.75,6' 1.75'',74.75,6' 2.75'',202.4,78.25,6' 6.25'',98.0,8' 2'',,,,30.0,35.0,10.83,,3.25,15.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101214,Jawad,Williams,Jawad Williams,SF,79.0,6' 7'',80.0,6' 8'',218,85.25,7' 1.25'',106.5,8' 10.5'',,,,28.0,34.0,11.39,,3.23,15.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101120,Antoine,Wright,Antoine Wright,SF-SG,77.25,6' 5.25'',78.25,6' 6.25'',202.6,80.75,6' 8.75'',104.5,8' 8.5'',,,,26.5,29.5,11.45,,3.41,12.0,,,,,,,,,,,,,,,,,,,,,,,
2005,101152,Bracey,Wright,Bracey Wright,SG-PG,73.25,6' 1.25'',74.5,6' 2.5'',186.8,82.0,6' 10'',100.5,8' 4.5'',,,,30.0,36.0,11.58,,3.27,8.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12204,Mohamed,Abukar,Mohamed Abukar,SF,80.0,6' 8'',81.75,6' 9.75'',210,81.0,6' 9'',103.0,8' 7'',8.9,,,30.5,35.0,11.78,,3.37,15.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12205,Mario,Boggan,Mario Boggan,PF,77.0,6' 5'',79.0,6' 7'',240,86.0,7' 2'',107.0,8' 11'',9.2,,,24.0,26.5,12.18,,3.45,12.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12206,Craig,Bradshaw,Craig Bradshaw,PF,80.0,6' 8'',81.75,6' 9.75'',240,85.5,7' 1.5'',106.5,8' 10.5'',12.1,,,26.0,28.0,11.88,,3.54,12.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201147,Corey,Brewer,Corey Brewer,SF-SG,78.0,6' 6'',79.75,6' 7.75'',185,80.25,6' 8.25'',103.0,8' 7'',4.2,,,30.5,36.5,11.69,,3.22,11.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201166,Aaron,Brooks,Aaron Brooks,PG,70.0,5' 10'',71.75,5' 11.75'',161,76.0,6' 4'',94.0,7' 10'',2.7,,,32.5,39.5,10.57,,3.2,6.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201628,Bobby,Brown,Bobby Brown,PG,71.0,5' 11'',73.75,6' 1.75'',170,76.0,6' 4'',95.5,7' 11.5'',6.6,,,32.5,41.0,11.27,,3.25,3.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201469,Russell,Carter,Russell Carter,SG,75.0,6' 3'',76.5,6' 4.5'',221,80.5,6' 8.5'',97.5,8' 1.5'',6.0,,,33.0,38.5,11.61,,3.29,25.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12207,Coleman,Collins,Coleman Collins,PF,80.0,6' 8'',81.75,6' 9.75'',236,86.0,7' 2'',107.0,8' 11'',6.2,,,30.0,35.0,11.47,,,21.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201144,Mike,Conley,Mike Conley,PG,71.0,5' 11'',72.75,6' 0.75'',175,77.75,6' 5.75'',94.5,7' 10.5'',4.2,,,35.5,40.5,11.63,,3.09,13.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201161,Daequan,Cook,Daequan Cook,SG,75.0,6' 3'',77.75,6' 5.75'',203,80.25,6' 8.25'',101.5,8' 5.5'',7.0,,,30.0,34.5,11.12,,3.22,4.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12208,Ryvon,Covile,Ryvon Covile,C-PF,79.0,6' 7'',80.5,6' 8.5'',250,85.25,7' 1.25'',107.5,8' 11.5'',8.0,,,25.0,30.5,12.52,,3.37,19.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201159,Javaris,Crittenton,Javaris Crittenton,PG,75.0,6' 3'',76.75,6' 4.75'',194,77.5,6' 5.5'',98.0,8' 2'',4.5,,,32.5,38.0,11.6,,3.32,11.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201176,Jermareo,Davidson,Jermareo Davidson,PF,81.0,6' 9'',83.0,6' 11'',230,88.0,7' 4'',109.5,9' 1.5'',6.9,,,27.0,30.0,12.63,,3.53,7.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12209,Justin,Doellman,Justin Doellman,PF,80.0,6' 8'',81.5,6' 9.5'',205,80.75,6' 8.75'',105.0,8' 9'',7.0,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12210,Zabian,Dowdell,Zabian Dowdell,PG,73.0,6' 1'',75.0,6' 3'',191,82.0,6' 10'',100.0,8' 4'',5.1,,,30.0,33.5,11.13,,3.29,3.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201162,Jared,Dudley,Jared Dudley,SF,77.0,6' 5'',79.25,6' 7.25'',219,79.0,6' 7'',102.0,8' 6'',7.1,,,28.0,32.0,11.32,,3.45,14.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201142,Kevin,Durant,Kevin Durant,SF-PF,81.0,6' 9'',82.25,6' 10.25'',215,88.75,7' 4.75'',110.0,9' 2'',6.6,,,26.0,33.5,12.33,,3.45,0.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12211,Rashaun,Freeman,Rashaun Freeman,PF,78.0,6' 6'',80.0,6' 8'',244,83.5,6' 11.5'',104.0,8' 8'',11.5,,,28.0,32.0,11.43,,3.41,20.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201189,Aaron,Gray,Aaron Gray,C,84.0,7' 0'',85.75,7' 1.75'',271,87.25,7' 3.25'',108.5,9' 0.5'',10.8,,,27.0,32.5,12.07,,3.7,17.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12212,Caleb,Green,Caleb Green,PF,78.0,6' 6'',80.0,6' 8'',238,83.75,6' 11.75'',103.0,8' 7'',10.9,,,28.5,36.0,11.72,,3.46,9.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201145,Jeff,Green,Jeff Green,SF,79.0,6' 7'',81.5,6' 9.5'',228,85.25,7' 1.25'',103.0,8' 7'',3.7,,,33.5,38.0,12.0,,3.34,17.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201192,Taurean,Green,Taurean Green,PG,71.0,5' 11'',72.75,6' 0.75'',173,74.25,6' 2.25'',96.0,8' 0'',4.6,,,29.0,32.5,11.3,,3.26,8.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201150,Spencer,Hawes,Spencer Hawes,PF,82.0,6' 10'',84.75,7' 0.75'',244,84.5,7' 0.5'',110.0,9' 2'',13.0,,,26.0,29.0,11.88,,3.51,9.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12214,Brandon,Heath,Brandon Heath,PG,74.0,6' 2'',75.75,6' 3.75'',181,79.0,6' 7'',94.0,7' 10'',9.0,,,32.0,36.0,11.39,,3.28,11.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201195,Herbert,Hill,Herbert Hill,C,79.0,6' 7'',81.75,6' 9.75'',232,86.25,7' 2.25'',108.5,9' 0.5'',5.6,,,30.5,34.0,12.31,,3.39,15.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201143,Al,Horford,Al Horford,PF,80.0,6' 8'',81.75,6' 9.75'',246,84.75,7' 0.75'',107.0,8' 11'',9.1,,,31.0,35.5,12.15,,3.37,20.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12215,Quinton,Hosley,Quinton Hosley,SF-SG,77.0,6' 5'',79.75,6' 7.75'',215,83.25,6' 11.25'',105.0,8' 9'',5.7,,,28.5,34.0,12.47,,3.32,12.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12216,James,Hughes,James Hughes,C,81.0,6' 9'',82.75,6' 10.75'',209,87.0,7' 3'',111.0,9' 3'',3.5,,,31.0,33.0,13.31,,3.37,8.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12217,Jeremy,Hunt,Jeremy Hunt,SG,74.0,6' 2'',76.75,6' 4.75'',198,80.25,6' 8.25'',101.5,8' 5.5'',5.2,,,30.5,33.0,12.11,,3.29,10.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12218,Ekene,Ibekwe,Ekene Ibekwe,PF,80.0,6' 8'',81.0,6' 9'',208,90.0,7' 6'',104.0,8' 8'',3.2,,,34.5,39.0,11.0,,3.28,10.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12219,Dominic,James,Dominic James,PG,70.0,5' 10'',71.75,5' 11.75'',175,74.0,6' 2'',93.0,7' 9'',4.8,,,33.5,38.5,10.94,,3.11,14.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201234,Trey,Johnson,Trey Johnson,SG,75.0,6' 3'',77.75,6' 5.75'',216,77.0,6' 5'',98.0,8' 2'',5.4,,,26.5,35.0,11.78,,3.31,18.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12220,Rashad,Jones-Jennings,Rashad Jones-Jennings,PF,78.0,6' 6'',79.5,6' 7.5'',235,84.0,7' 0'',105.5,8' 9.5'',5.9,,,25.0,30.0,12.18,,3.29,20.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201185,Jared,Jordan,Jared Jordan,PG,72.0,6' 0'',73.75,6' 1.75'',183,72.0,6' 0'',94.0,7' 10'',7.0,,,24.5,28.5,11.02,,3.39,6.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201207,Coby,Karl,Coby Karl,SG-PG,75.0,6' 3'',76.75,6' 4.75'',204,83.0,6' 11'',99.5,8' 3.5'',5.4,,,32.0,34.5,11.57,,3.41,9.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12221,Antanas,Kavaliauskas,Antanas Kavaliauskas,PF,81.0,6' 9'',82.5,6' 10.5'',237,82.5,6' 10.5'',106.5,8' 10.5'',7.7,,,25.5,30.0,11.19,,3.42,19.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201171,Carl,Landry,Carl Landry,PF,79.0,6' 7'',80.5,6' 8.5'',248,83.0,6' 11'',102.5,8' 6.5'',7.5,,,31.5,36.5,11.35,,3.29,21.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201186,Stephane,Lasme,Stephane Lasme,PF,77.0,6' 5'',79.0,6' 7'',213,86.0,7' 2'',107.0,8' 11'',4.9,,,29.5,36.0,11.73,,3.22,17.0,,,,,,,,,,,,,,,,,,,,,,,
2007,201151,Acie,Law,Acie Law,PG,74.0,6' 2'',75.5,6' 3.5'',186,78.5,6' 6.5'',98.0,8' 2'',5.6,,,29.0,34.0,11.0,,3.22,8.0,,,,,,,,,,,,,,,,,,,,,,,
2007,12222,Marko,Lekic,Marko Lekic,C,81.0,6' 9'',82.5,6' 10.5'',267,85.0,7' 1'',108.5,9' 0.5'',11.4,,,24.0,30.5,11.96,,3.43,19.0,,,,,,,,,,,,,,,,,,,,,,,
