season,player_id,first_name,last_name,player_name,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college
2010,202333,Xavier,Henry,Xavier Henry,SG,77.25,6' 5.25'',78.5,6' 6.5'',210.2,83.25,6' 11.25'',105.0,8' 9'',4.7,8.75,10.0,28.5,36.5,11.1,,3.18,8.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202359,Darington,Hobson,Darington Hobson,SG-SF,77.25,6' 5.25'',78.5,6' 6.5'',203.6,81.25,6' 9.25'',104.5,8' 8.5'',6.2,8.25,9.0,29.0,34.0,11.68,,3.25,,,,,,,,,,,,,,,,,,,,,,,,
2010,202345,Damion,James,Damion James,SF,78.25,6' 6.25'',79.75,6' 7.75'',226.6,84.75,7' 0.75'',107.0,8' 11'',9.6,9.25,8.5,29.0,33.0,10.89,,3.2,13.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202325,Wesley,Johnson,Wesley Johnson,SF,78.25,6' 6.25'',79.25,6' 7.25'',206.4,85.0,7' 1'',106.0,8' 10'',4.6,9.0,9.5,32.0,37.0,11.43,,3.14,16.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202356,Armon,Johnson,Armon Johnson,PG-SG,74.0,6' 2'',75.25,6' 3.25'',195.2,80.0,6' 8'',99.5,8' 3.5'',5.6,8.25,9.25,31.5,38.5,11.25,,3.19,18.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202346,Dominique,Jones,Dominique Jones,SG,75.25,6' 3.25'',77.0,6' 5'',216,81.25,6' 9.25'',101.0,8' 5'',5.9,9.0,10.25,26.0,32.5,10.88,,3.31,19.0,,,,,,,,,,,,,,,,,,,,,,,
2010,12329,Jerome,Jordan,Jerome Jordan,C,83.5,6' 11.5'',84.75,7' 0.75'',244.2,89.25,7' 5.25'',113.0,9' 5'',6.9,9.0,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,12330,Sylven,Landesberg,Sylven Landesberg,SG,76.75,6' 4.75'',78.25,6' 6.25'',210,81.0,6' 9'',100.5,8' 4.5'',11.6,8.75,10.75,28.0,32.0,11.59,,3.36,8.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202371,Gani,Lawal,Gani Lawal,PF,79.5,6' 7.5'',81.0,6' 9'',233.4,84.0,7' 0'',107.5,8' 11.5'',6.3,8.5,10.0,27.0,31.5,11.61,,3.24,20.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202328,Greg,Monroe,Greg Monroe,PF-C,81.75,6' 9.75'',83.0,6' 11'',246.6,86.25,7' 2.25'',108.5,9' 0.5'',11.2,8.75,9.5,25.0,29.0,12.1,,3.35,15.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202350,Daniel,Orton,Daniel Orton,C,80.75,6' 8.75'',81.5,6' 9.5'',269.2,88.25,7' 4.25'',110.5,9' 2.5'',13.8,8.5,9.75,24.0,30.5,12.32,,3.39,13.0,,,,,,,,,,,,,,,,,,,,,,,
2010,12334,Artsiom,Parakhouski,Artsiom Parakhouski,C,82.25,6' 10.25'',83.75,6' 11.75'',268.2,85.0,7' 1'',109.5,9' 1.5'',6.0,9.0,10.5,25.5,26.5,12.07,,3.33,16.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202335,Patrick,Patterson,Patrick Patterson,PF,80.0,6' 8'',81.25,6' 9.25'',239.6,85.25,7' 1.25'',107.0,8' 11'',5.3,9.25,10.25,28.5,33.5,11.14,,3.25,17.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202354,Dexter,Pittman,Dexter Pittman,PF-C,81.5,6' 9.5'',83.5,6' 11.5'',302.6,90.0,7' 6'',111.0,9' 3'',20.8,10.25,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,202360,Andy,Rautins,Andy Rautins,SG,76.25,6' 4.25'',77.0,6' 5'',191.6,79.0,6' 7'',100.0,8' 4'',6.2,8.0,9.75,23.5,30.5,11.27,,3.49,8.0,,,,,,,,,,,,,,,,,,,,,,,
2010,12338,Ryan,Richards,Ryan Richards,PF,82.5,6' 10.5'',83.75,6' 11.75'',230.2,85.5,7' 1.5'',110.0,9' 2'',8.0,9.0,9.75,25.0,28.5,11.33,,3.37,4.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202383,Stanley,Robinson,Stanley Robinson,SF,78.5,6' 6.5'',79.75,6' 7.75'',213.2,84.0,7' 0'',107.5,8' 11.5'',8.3,9.0,9.0,,37.5,11.65,,3.23,6.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202336,Larry,Sanders,Larry Sanders,PF-C,81.25,6' 9.25'',82.5,6' 10.5'',222.4,89.75,7' 5.75'',112.0,9' 4'',4.6,9.75,11.0,25.5,28.0,12.49,,3.27,7.0,,,,,,,,,,,,,,,,,,,,,,,
2010,12341,Jon,Scheyer,Jon Scheyer,PG-SG,76.75,6' 4.75'',78.0,6' 6'',180,75.25,6' 3.25'',99.0,8' 3'',5.4,7.75,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,202362,Lance,Stephenson,Lance Stephenson,SG,76.5,6' 4.5'',77.75,6' 5.75'',227,82.5,6' 10.5'',103.0,8' 7'',9.3,9.0,10.25,27.0,33.0,11.39,,3.38,10.0,,,,,,,,,,,,,,,,,,,,,,,
2010,12343,Mikhail,Torrance,Mikhail Torrance,PG,76.0,6' 4'',77.0,6' 5'',208.8,79.5,6' 7.5'',103.0,8' 7'',7.0,8.75,9.5,23.0,32.0,11.43,,3.17,8.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202323,Evan,Turner,Evan Turner,SG,77.75,6' 5.75'',79.0,6' 7'',213.8,80.0,6' 8'',103.5,8' 7.5'',8.6,8.75,9.5,27.5,34.5,11.06,,3.27,9.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202327,Ekpe,Udoh,Ekpe Udoh,PF,80.75,6' 8.75'',81.75,6' 9.75'',237.4,88.5,7' 4.5'',106.5,8' 10.5'',8.0,9.5,8.75,31.0,33.5,11.15,,3.29,10.0,,,,,,,,,,,,,,,,,,,,,,,
2010,12346,Jarvis,Varnado,Jarvis Varnado,PF-C,80.25,6' 8.25'',82.0,6' 10'',210.2,87.5,7' 3.5'',109.5,9' 1.5'',9.5,9.25,9.5,29.5,32.5,11.61,,3.37,3.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202349,Greivis,Vasquez,Greivis Vasquez,PG-SG,77.0,6' 5'',78.5,6' 6.5'',210.8,79.0,6' 7'',101.0,8' 5'',8.6,7.75,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,202322,John,Wall,John Wall,PG,74.75,6' 2.75'',76.0,6' 4'',195.6,81.25,6' 9.25'',101.5,8' 5.5'',5.6,8.25,9.5,30.0,39.0,10.84,,3.14,,,,,,,,,,,,,,,,,,,,,,,,
2010,202378,Willie,Warren,Willie Warren,SG-PG,74.5,6' 2.5'',75.75,6' 3.75'',208.4,78.0,6' 6'',99.5,8' 3.5'',7.6,8.5,9.5,23.0,31.5,11.21,,3.5,10.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202358,Terrico,White,Terrico White,SG-PG,75.75,6' 3.75'',77.0,6' 5'',202.6,81.0,6' 9'',101.0,8' 5'',3.7,9.0,10.5,31.0,40.0,11.38,,3.15,10.0,,,,,,,,,,,,,,,,,,,,,,,
2010,202355,Hassan,Whiteside,Hassan Whiteside,C-PF,82.5,6' 10.5'',83.5,6' 11.5'',226.6,91.0,7' 7'',113.0,9' 5'',5.5,8.25,10.25,27.0,31.5,11.83,,3.54,12.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202728,Keith,Benson,Keith Benson,C-PF,82.0,6' 10'',83.0,6' 11'',217,87.75,7' 3.75'',109.5,9' 1.5'',6.1,9.5,11.0,31.5,36.0,11.88,,3.35,12.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202705,Marshon,Brooks,Marshon Brooks,SG,76.25,6' 4.25'',77.25,6' 5.25'',194.6,85.0,7' 1'',101.0,8' 5'',5.2,9.0,10.5,34.0,38.5,10.74,,3.09,5.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202692,Alec,Burks,Alec Burks,SG,77.0,6' 5'',78.0,6' 6'',192.6,82.0,6' 10'',103.5,8' 7.5'',5.1,9.0,8.25,29.0,36.0,10.96,,3.17,5.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202710,Jimmy,Butler,Jimmy Butler,SF,78.0,6' 6'',79.75,6' 7.75'',222.2,79.5,6' 7.5'',101.5,8' 5.5'',5.4,9.0,9.0,32.0,39.0,11.12,,3.15,14.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202708,Norris,Cole,Norris Cole,PG,72.25,6' 0.25'',73.75,6' 1.75'',174.4,74.25,6' 2.25'',95.5,7' 11.5'',4.7,8.5,9.5,29.5,38.5,10.07,,3.22,11.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202739,Jon,Diebler,Jon Diebler,SG,77.25,6' 5.25'',78.5,6' 6.5'',196.6,78.0,6' 6'',99.0,8' 3'',8.5,8.25,8.25,28.0,35.0,10.94,,3.37,2.0,,,,,,,,,,,,,,,,,,,,,,,
2011,12406,Michael,Dunigan,Michael Dunigan,PF-C,80.5,6' 8.5'',82.0,6' 10'',237.6,87.25,7' 3.25'',107.5,8' 11.5'',8.0,9.0,10.75,29.5,34.5,11.85,,3.27,10.0,,,,,,,,,,,,,,,,,,,,,,,
2011,12407,LaceDarius,Dunn,LaceDarius Dunn,SG,75.0,6' 3'',76.0,6' 4'',187.8,78.25,6' 6.25'',101.0,8' 5'',5.5,9.0,10.25,26.5,31.0,11.45,,3.27,3.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202702,Kenneth,Faried,Kenneth Faried,PF,78.0,6' 6'',79.5,6' 7.5'',224.6,84.0,7' 0'',108.0,9' 0'',6.3,8.5,10.25,30.5,35.0,11.35,,3.26,16.0,,,,,,,,,,,,,,,,,,,,,,,
2011,12409,James,Fredette,James Fredette,PG,72.75,6' 0.75'',74.5,6' 2.5'',196,76.5,6' 4.5'',96.5,8' 0.5'',7.7,8.0,8.5,28.0,33.0,10.42,,3.21,14.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202726,Andrew,Goudelock,Andrew Goudelock,PG,73.25,6' 1.25'',74.75,6' 2.75'',197.6,76.25,6' 4.25'',96.5,8' 0.5'',9.9,8.25,9.25,32.5,37.0,10.33,,3.1,4.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202706,Jordan,Hamilton,Jordan Hamilton,SF,78.75,6' 6.75'',80.5,6' 8.5'',228.4,81.5,6' 9.5'',104.0,8' 8'',9.8,9.0,9.25,25.0,32.0,11.47,,3.3,7.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202712,Justin,Harper,Justin Harper,PF-SF,80.0,6' 8'',80.75,6' 8.75'',228,83.75,6' 11.75'',106.0,8' 10'',4.0,9.0,9.25,28.5,33.0,11.92,,3.3,19.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202699,Tobias,Harris,Tobias Harris,SF-PF,78.5,6' 6.5'',79.75,6' 7.75'',222.8,83.0,6' 11'',103.5,8' 7.5'',8.4,8.75,9.0,31.5,37.5,10.96,,3.17,12.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202715,Tyler,Honeycutt,Tyler Honeycutt,SF,78.75,6' 6.75'',80.25,6' 8.25'',186.8,81.0,6' 9'',105.0,8' 9'',5.3,8.5,9.5,30.0,37.0,11.68,,3.07,,,,,,,,,,,,,,,,,,,,,,,,
2011,12415,Scotty,Hopson,Scotty Hopson,SG,77.75,6' 5.75'',78.5,6' 6.5'',204.6,82.5,6' 10.5'',103.5,8' 7.5'',4.8,8.5,10.0,32.5,36.0,10.47,,3.18,10.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202681,Kyrie,Irving,Kyrie Irving,PG,73.75,6' 1.75'',75.5,6' 3.5'',191,76.0,6' 4'',99.0,8' 3'',10.2,8.25,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,12417,Rick,Jackson,Rick Jackson,PF,80.25,6' 8.25'',81.25,6' 9.25'',241.8,86.0,7' 2'',106.5,8' 10.5'',8.3,8.75,9.5,28.5,33.0,11.51,,3.26,9.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202724,Charles,Jenkins,Charles Jenkins,PG-SG,73.5,6' 1.5'',75.25,6' 3.25'',216.4,79.5,6' 7.5'',96.5,8' 0.5'',4.3,8.5,9.0,29.5,34.0,11.68,,3.18,16.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202707,JaJuan,Johnson,JaJuan Johnson,PF,81.0,6' 9'',82.0,6' 10'',219.8,86.0,7' 2'',107.5,8' 11.5'',7.5,9.0,10.0,33.5,38.0,11.21,,3.14,15.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202709,Cory,Joseph,Cory Joseph,PG,74.0,6' 2'',75.25,6' 3.25'',186.2,77.5,6' 5.5'',99.0,8' 3'',9.7,8.5,10.5,27.5,35.0,10.75,,3.27,5.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202683,Enes,Kanter,Enes Kanter,PF-C,81.75,6' 9.75'',83.25,6' 11.25'',259.2,85.5,7' 1.5'',109.5,9' 1.5'',5.9,9.5,10.75,26.0,32.5,11.3,,3.26,14.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202688,Brandon,Knight,Brandon Knight,PG,73.5,6' 1.5'',75.25,6' 3.25'',176.8,78.75,6' 6.75'',98.5,8' 2.5'',4.2,8.25,9.5,29.0,37.5,10.74,,3.07,10.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202723,Malcolm,Lee,Malcolm Lee,SG,76.0,6' 4'',77.5,6' 5.5'',198.2,81.75,6' 9.75'',101.5,8' 5.5'',5.9,8.5,9.5,30.0,35.5,11.2,,3.09,17.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202695,Kawhi,Leonard,Kawhi Leonard,SF,78.0,6' 6'',79.0,6' 7'',227.4,87.0,7' 3'',106.0,8' 10'',5.4,9.75,11.25,25.5,32.0,11.45,,3.15,3.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202727,Travis,Leslie,Travis Leslie,SG,75.0,6' 3'',76.25,6' 4.25'',205,82.5,6' 10.5'',103.0,8' 7'',8.1,8.75,9.25,33.0,40.5,11.0,,3.13,10.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202720,Jon,Leuer,Jon Leuer,PF,82.0,6' 10'',83.5,6' 11.5'',223.2,84.0,7' 0'',105.5,8' 9.5'',5.4,8.75,9.75,29.5,36.5,10.82,,3.36,14.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202732,DeAndre,Liggins,DeAndre Liggins,SF-SG,77.0,6' 5'',78.25,6' 6.25'',202.2,83.0,6' 11'',103.5,8' 7.5'',5.0,8.75,10.0,27.0,31.0,,,3.33,6.0,,,,,,,,,,,,,,,,,,,,,,,
2011,12428,David,Lighty,David Lighty,SG,76.75,6' 4.75'',78.5,6' 6.5'',216.2,80.0,6' 8'',101.0,8' 5'',6.5,9.0,10.0,28.5,33.0,10.81,,3.25,15.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202714,Shelvin,Mack,Shelvin Mack,PG,73.0,6' 1'',74.5,6' 2.5'',209,79.5,6' 7.5'',96.5,8' 0.5'',7.1,8.25,9.25,32.0,39.0,11.23,,3.18,17.0,,,,,,,,,,,,,,,,,,,,,,,
2011,12430,Demetri,McCamey,Demetri McCamey,PG,73.75,6' 1.75'',75.25,6' 3.25'',204,78.25,6' 6.25'',99.5,8' 3.5'',6.1,8.5,9.0,27.0,33.0,11.55,,3.19,,,,,,,,,,,,,,,,,,,,,,,,
2011,202734,E'Twaun,Moore,E'Twaun Moore,SG,74.5,6' 2.5'',76.0,6' 4'',191.4,81.5,6' 9.5'',99.5,8' 3.5'',7.6,9.0,10.0,32.0,34.5,11.12,,3.31,,,,,,,,,,,,,,,,,,,,,,,,
2011,202694,Marcus,Morris,Marcus Morris,PF-SF,79.0,6' 7'',80.75,6' 8.75'',229.6,82.0,6' 10'',105.5,8' 9.5'',8.0,8.25,8.5,29.0,33.0,,,3.15,11.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202693,Markieff,Morris,Markieff Morris,PF,79.75,6' 7.75'',81.25,6' 9.25'',240.8,82.75,6' 10.75'',106.5,8' 10.5'',10.2,8.5,8.25,27.0,31.5,,,3.4,11.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202721,Darius,Morris,Darius Morris,PG-SG,75.25,6' 3.25'',77.25,6' 5.25'',190,79.5,6' 7.5'',102.0,8' 6'',5.3,8.75,10.0,24.5,32.0,11.0,,3.2,12.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202718,Chandler,Parsons,Chandler Parsons,SF,80.75,6' 8.75'',81.75,6' 9.75'',221.2,81.5,6' 9.5'',104.5,8' 8.5'',7.0,8.25,10.0,25.5,31.5,11.05,,3.29,4.0,,,,,,,,,,,,,,,,,,,,,,,
2011,12436,Jereme,Richmond,Jereme Richmond,SF,78.0,6' 6'',79.25,6' 7.25'',207.2,82.25,6' 10.25'',106.5,8' 10.5'',5.5,8.75,9.5,27.0,33.5,11.74,,3.02,0.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202729,Josh,Selby,Josh Selby,SG-PG,73.75,6' 1.75'',75.0,6' 3'',194.6,77.25,6' 5.25'',98.0,8' 2'',7.9,8.5,9.0,29.5,42.0,11.13,,3.2,5.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202697,Iman,Shumpert,Iman Shumpert,PG-SG,76.25,6' 4.25'',77.5,6' 5.5'',221.8,81.5,6' 9.5'',99.5,8' 3.5'',6.5,9.0,9.0,36.5,42.0,11.1,,3.18,18.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202713,Kyle,Singler,Kyle Singler,SF,79.5,6' 7.5'',80.5,6' 8.5'',228,82.1,6' 10.1'',106.0,8' 10'',10.0,8.25,8.75,23.0,30.0,11.22,,3.21,10.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202698,Chris,Singleton,Chris Singleton,SF,79.75,6' 7.75'',81.0,6' 9'',230.2,85.0,7' 1'',103.5,8' 7.5'',7.4,9.25,10.0,30.5,37.5,11.33,,3.09,15.0,,,,,,,,,,,,,,,,,,,,,,,
2011,12441,Jamie,Skeen,Jamie Skeen,PF,78.5,6' 6.5'',80.0,6' 8'',241.6,85.25,7' 1.25'',106.5,8' 10.5'',9.8,8.5,8.5,26.0,30.5,12.43,,3.46,10.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202701,Nolan,Smith,Nolan Smith,PG,73.5,6' 1.5'',75.5,6' 3.5'',187.6,77.5,6' 5.5'',99.0,8' 3'',5.6,8.5,9.25,28.5,34.0,11.05,,3.17,9.0,,,,,,,,,,,,,,,,,,,,,,,
2011,12442,Gregory,Smith,Gregory Smith,PF-C,80.0,6' 8'',81.25,6' 9.25'',252.8,86.5,7' 2.5'',106.5,8' 10.5'',7.4,9.75,12.0,29.5,36.0,12.43,,3.36,17.0,,,,,,,,,,,,,,,,,,,,,,,
2011,12445,Malcolm,Thomas,Malcolm Thomas,PF,79.5,6' 7.5'',80.75,6' 8.75'',223,84.5,7' 0.5'',107.5,8' 11.5'',5.9,9.5,10.5,32.0,36.5,11.31,,3.29,3.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202738,Isaiah,Thomas,Isaiah Thomas,PG,68.75,5' 8.75'',70.25,5' 10.25'',186,73.75,6' 1.75'',91.5,7' 7.5'',6.7,8.25,9.0,31.5,40.0,10.49,,3.14,13.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202717,Trey,Thompkins,Trey Thompkins,PF,80.5,6' 8.5'',81.75,6' 9.75'',239,85.0,7' 1'',107.5,8' 11.5'',15.5,9.25,9.75,27.5,30.5,11.72,,3.41,15.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202684,Tristan,Thompson,Tristan Thompson,PF,79.5,6' 7.5'',80.75,6' 8.75'',227.4,85.25,7' 1.25'',108.5,9' 0.5'',6.2,8.75,9.25,30.0,35.0,10.92,,3.26,9.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202691,Klay,Thompson,Klay Thompson,SG,77.75,6' 5.75'',79.25,6' 7.25'',205.6,81.0,6' 9'',103.5,8' 7.5'',8.0,8.75,9.25,26.5,31.5,10.99,,3.24,5.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202719,Jeremy,Tyler,Jeremy Tyler,PF-C,81.0,6' 9'',82.5,6' 10.5'',262.4,89.0,7' 5'',110.5,9' 2.5'',13.4,9.25,9.0,28.0,33.5,11.26,,3.29,10.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202696,Nikola,Vucevic,Nikola Vucevic,PF-C,82.25,6' 10.25'',83.75,6' 11.75'',259.8,88.5,7' 4.5'',112.5,9' 4.5'',6.1,9.25,10.25,23.5,25.0,12.02,,3.27,8.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202689,Kemba,Walker,Kemba Walker,PG,71.5,5' 11.5'',73.0,6' 1'',184,75.5,6' 3.5'',91.5,7' 7.5'',5.9,8.0,9.0,32.0,39.5,10.87,,3.16,7.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202716,Jordan,Williams,Jordan Williams,PF,79.75,6' 7.75'',81.0,6' 9'',247.2,84.25,7' 0.25'',106.5,8' 10.5'',12.1,9.25,10.0,25.0,30.5,12.74,,3.45,10.0,,,,,,,,,,,,,,,,,,,,,,,
2011,202682,Derrick,Williams,Derrick Williams,PF-SF,79.25,6' 7.25'',80.75,6' 8.75'',248.4,85.5,7' 1.5'',108.0,9' 0'',10.8,9.0,9.75,29.0,34.5,11.03,,3.23,19.0,,,,,,,,,,,,,,,,,,,,,,,
2012,203112,Quincy,Acy,Quincy Acy,PF,78.5,6' 6.5'',79.75,6' 7.75'',223.8,86.75,7' 2.75'',106.5,8' 10.5'',7.1,9.5,11.0,32.0,37.0,10.48,,3.28,13.0,,,,,,,,,,,,,,,,,,,,,,,
2012,203084,Harrison,Barnes,Harrison Barnes,SF-SG,79.0,6' 7'',80.0,6' 8'',227.8,83.25,6' 11.25'',101.5,8' 5.5'',9.6,9.0,8.5,38.0,39.5,10.93,,3.16,15.0,,,,,,,,,,,,,,,,,,,,,,,
2012,203115,Will,Barton,Will Barton,SG-SF,77.0,6' 5'',78.0,6' 6'',174.4,81.75,6' 9.75'',102.5,8' 6.5'',4.1,9.0,9.5,30.0,34.0,12.5,,3.6,0.0,,,,,,,,,,,,,,,,,,,,,,,
2012,203078,Bradley,Beal,Bradley Beal,SG,75.25,6' 3.25'',76.75,6' 4.75'',201.8,80.0,6' 8'',100.0,8' 4'',6.0,8.5,9.0,33.0,39.0,10.95,,3.28,8.0,,,,,,,,,,,,,,,,,,,,,,,
2012,12458,J'Covan,Brown,J'Covan Brown,PG,73.0,6' 1'',74.25,6' 2.25'',202.4,77.25,6' 5.25'',96.0,8' 0'',12.5,7.75,8.25,26.0,29.5,11.68,,3.47,3.0,,,,,,,,,,,,,,,,,,,,,,,
