game_id,official_id,first_name,last_name,jersey_num
0029600059,1140,Bruce,Alexander,9
0029600059,1165,Luis,Grillo,8
0029600059,1153,Joe,Crawford,17
0029600114,1147,Mike,Callahan,24
0029600114,1142,Dick,Bavetta,27
0029600114,1202,Tommie,Wood,39
0029600121,1146,Tony,Brothers,56
0029600121,1157,Terry,Durham,31
0029600121,1177,Ed,Middleton,18
0029600161,1151,Sean,Corbin,64
0029600161,1168,David,Jones,36
0029600188,1186,Blane,Reichelt,37
0029600188,1165,Luis,Grillo,8
0029600188,1153,Joe,Crawford,17
0029600213,1167,Steve,Javie,29
0029600213,1148,James,Capers,19
0029600213,1157,Terry,Durham,31
0029600248,1176,Monty,McCutchen,58
0029600248,1158,Hugh,Evans,25
0029600248,1163,Bernie,Fryer,7
0029600365,1363,Bennie,Adams,47
0029600365,1199,Tom,Washington,49
0029600365,1158,Hugh,Evans,25
0029600689,1163,Bernie,Fryer,07
0029600689,1199,Tom,Washington,49
0029600767,1151,Sean,Corbin,64
0029600767,1164,Ron,Garretson,10
0029600767,1144,Ted,Bernhardt,16
0029600762,1190,Eddie,Rush,32
0029600762,1145,Joe,Borgia,33
0029600762,1167,Steve,Javie,29
0049600006,1167,Steve,Javie,29
0049600006,1144,Ted,Bernhardt,16
0049600006,1161,Joe,Forte,45
0049600013,1154,Bob,Delaney,26
0049600013,1199,Tom,Washington,49
0049600013,1190,Eddie,Rush,4
0049600014,1158,Hugh,Evans,25
0049600014,1197,Don,Vaden,12
0049600014,1160,Nolan,Fine,50
0049600041,1163,Bernie,Fryer,7
0049600041,1190,Eddie,Rush,32
0049600041,1153,Joe,Crawford,17
0049600042,1192,Bennett,Salvatore,15
0049600042,1167,Steve,Javie,29
0049600042,1184,Ron,Olesiak,44
0049600043,1164,Ron,Garretson,10
0049600043,1153,Joe,Crawford,17
0049600043,1181,Tommy,Nunez,28
0049600047,1160,Nolan,Fine,50
0049600047,1190,Eddie,Rush,32
0049600047,1167,Steve,Javie,29
0049600048,1157,Terry,Durham,31
0049600048,1142,Dick,Bavetta,27
0049600048,1183,Bill,Oakes,21
0049600051,1154,Bob,Delaney,26
0049600051,1195,Derrick,Stafford,14
0049600051,1158,Hugh,Evans,25
0049600053,1166,Hue,Hollins,42
0049600053,1155,JB,DeRosa,52
0049600053,1192,Bennett,Salvatore,15
0049600057,1195,Derrick,Stafford,14
0049600057,1158,Hugh,Evans,25
0049600057,1164,Ron,Garretson,10
0049600058,1161,Joe,Forte,45
0049600058,1174,Ken,Mauer,41
0049600058,1190,Eddie,Rush,4
0049600063,1164,Ron,Garretson,10
0049600063,1166,Hue,Hollins,42
0049600063,1190,Eddie,Rush,32
0049600066,1158,Hugh,Evans,25
0049600066,1192,Bennett,Salvatore,15
0049600066,1167,Steve,Javie,29
0049600070,1158,Hugh,Evans,25
0049600070,1192,Bennett,Salvatore,15
0049600070,1190,Eddie,Rush,32
0049600072,1163,Bernie,Fryer,7
0049600072,1183,Bill,Oakes,21
0049600072,1167,Steve,Javie,29
0049600074,1142,Dick,Bavetta,27
0049600074,1164,Ron,Garretson,10
0049600074,1180,Jack,Nies,35
0049600076,1154,Bob,Delaney,26
0049600076,1190,Eddie,Rush,4
0049600076,1161,Joe,Forte,45
0049600078,1197,Don,Vaden,12
0049600078,1166,Hue,Hollins,42
0049600078,1153,Joe,Crawford,17
0049600079,1167,Steve,Javie,29
0049600079,1190,Eddie,Rush,32
0049600079,1142,Dick,Bavetta,27
0049600083,1190,Eddie,Rush,4
0049600083,1183,Bill,Oakes,21
0049600083,1152,Dan,Crawford,43
0049600084,1158,Hugh,Evans,25
0049600084,1192,Bennett,Salvatore,15
0049600084,1167,Steve,Javie,29
0049600085,1166,Hue,Hollins,42
0049600085,1153,Joe,Crawford,17
0049600085,1180,Jack,Nies,35
0049600086,1142,Dick,Bavetta,27
0049600086,1161,Joe,Forte,45
0049600086,1190,Eddie,Rush,4
0049600088,1153,Joe,Crawford,17
0049600088,1192,Bennett,Salvatore,15
0049600088,1167,Steve,Javie,29
0029700013,1194,Bill,Spooner,22
0029700013,1150,Jimmy,Clark,6
0029700013,1142,Dick,Bavetta,27
0029700004,1192,Bennett,Salvatore,15
0029700004,1157,Terry,Durham,31
0029700004,1176,Monty,McCutchen,58
0029700025,1159,Kevin,Fehr,62
0029700025,1142,Dick,Bavetta,27
0029700025,1150,Jimmy,Clark,6
0029700056,1160,Nolan,Fine,50
0029700056,1140,Bruce,Alexander,9
0029700056,1195,Derrick,Stafford,14
0029700085,1167,Steve,Javie,29
0029700085,1194,Bill,Spooner,22
0029700085,1159,Kevin,Fehr,62
0029700144,1167,Steve,Javie,29
0029700144,1184,Ron,Olesiak,44
0029700144,1188,Leroy,Richardson,51
0029700169,1204,Derek,Richardson,63
0029700169,1166,Hue,Hollins,42
0029700169,1140,Bruce,Alexander,9
0029700178,1167,Steve,Javie,29
0029700178,1194,Bill,Spooner,22
0029700178,1168,David,Jones,36
0029700258,1180,Jack,Nies,35
0029700258,1174,Ken,Mauer,41
0029700258,1193,Michael,Smith,59
0029700281,1167,Steve,Javie,29
0029700281,1151,Sean,Corbin,64
0029700281,1168,David,Jones,36
0029700385,1203,Mark,Wunderlich,61
0029700385,1148,James,Capers,19
0029700385,1181,Tommy,Nunez,28
0029700409,1181,Tommy,Nunez,28
0029700409,1185,Violet,Palmer,66
0029700409,1186,Blane,Reichelt,37
0029700438,1168,David,Jones,36
0029700438,1150,Jimmy,Clark,6
0029700438,1143,Gary,Benson,30
0029700712,1140,Bruce,Alexander,9
0029700712,1161,Joe,Forte,45
0029700712,1204,Derek,Richardson,63
0029700778,1183,Bill,Oakes,21
0029700778,1185,Violet,Palmer,66
0029700778,1186,Blane,Reichelt,37
0029700804,1146,Tony,Brothers,56
0029700804,1192,Bennett,Salvatore,15
0029700804,1177,Ed,Middleton,18
0029700842,1181,Tommy,Nunez,28
0029700842,1193,Michael,Smith,59
0029700842,1151,Sean,Corbin,64
0029700915,1159,Kevin,Fehr,62
0029700915,1195,Derrick,Stafford,14
0029700915,1168,David,Jones,36
0029701032,1165,Luis,Grillo,8
0029701032,1179,Rodney,Mott,71
0029701032,1157,Terry,Durham,31
0029701045,1661,Rashan,Michel,74
0029701045,1186,Blane,Reichelt,37
0029701045,1183,Bill,Oakes,21
0029701113,1198,Scott,Wall,60
0029701113,1163,Bernie,Fryer,7
0029701113,1147,Mike,Callahan,24
0029701140,1186,Blane,Reichelt,37
0029701140,1181,Tommy,Nunez,28
0029701140,1180,Jack,Nies,35
0029800007,1662,Bill,Kennedy,73
0029800007,1203,Mark,Wunderlich,61
0029800007,1163,Bernie,Fryer,7
0029800010,1146,Tony,Brothers,56
0029800010,1165,Luis,Grillo,8
0029800010,1158,Hugh,Evans,25
0029800006,1161,Joe,Forte,45
0029800006,1159,Kevin,Fehr,62
0029800006,1155,JB,DeRosa,52
0029800042,1195,Derrick,Stafford,14
0029800042,1204,Derek,Richardson,63
0029800042,1168,David,Jones,36
0029800038,1152,Dan,Crawford,43
0029800038,1185,Violet,Palmer,66
0029800038,1157,Terry,Durham,31
0029800041,1200,Greg,Willard,57
0029800041,1661,Rashan,Michel,74
0029800041,1164,Ron,Garretson,10
0029800059,1195,Derrick,Stafford,14
0029800059,1163,Bernie,Fryer,7
0029800059,1204,Derek,Richardson,63
0029800061,1150,Jimmy,Clark,6
0029800061,1162,Scott,Foster,48
0029800061,1202,Tommie,Wood,39
0029800060,1142,Dick,Bavetta,27
0029800060,1155,JB,DeRosa,52
0029800060,1159,Kevin,Fehr,62
0029800075,1180,Jack,Nies,35
0029800075,1160,Nolan,Fine,50
0029800075,1201,Leon,Wood,40
0029800137,1180,Jack,Nies,35
0029800137,1201,Leon,Wood,40
0029800137,1193,Michael,Smith,59
0029800185,1363,Bennie,Adams,47
0029800185,1200,Greg,Willard,57
0029800185,1164,Ron,Garretson,10
0029800238,1170,Denise,Kantner,65
0029800238,1157,Terry,Durham,31
0029800238,1163,Bernie,Fryer,7
0029800289,1155,JB,DeRosa,52
0029800289,1142,Dick,Bavetta,27
0029800289,1170,Denise,Kantner,65
0029800292,1165,Luis,Grillo,8
0029800292,1195,Derrick,Stafford,14
0029800292,1661,Rashan,Michel,74
0029800383,1180,Jack,Nies,35
0029800383,1830,Marc,Davis,64
0029800383,1827,George,Toliver,23
0029800387,1181,Tommy,Nunez,28
0029800387,1198,Scott,Wall,60
0029800387,1154,Bob,Delaney,26
0029800466,1159,Kevin,Fehr,62
0029800466,1203,Mark,Wunderlich,61
0029800466,1158,Hugh,Evans,25
0029800506,1189,Phil,Robinson,70
0029800506,1203,Mark,Wunderlich,61
0029800506,1825,Mike,Mathis,13
0029900157,1200,Greg,Willard,57
0029900157,1363,Bennie,Adams,47
0029900157,1181,Tommy,Nunez,28
0029900200,1168,David,Jones,36
0029900200,1155,JB,DeRosa,52
0029900200,1662,Bill,Kennedy,73
0029900226,1194,Bill,Spooner,22
0029900226,1204,Derek,Richardson,63
0029900226,1826,Jess,Kersey,20
0029900315,1144,Ted,Bernhardt,16
0029900315,2001,Jason,Phillips,67
0029900315,1167,Steve,Javie,29
0029900468,1188,Leroy,Richardson,51
0029900468,1828,Hank,Armstrong,46
0029900468,1167,Steve,Javie,29
0029900514,1147,Mike,Callahan,24
0029900514,1180,Jack,Nies,35
0029900514,1179,Rodney,Mott,71
0029900517,1190,Eddie,Rush,32
0029900517,1202,Tommie,Wood,39
0029900517,1825,Mike,Mathis,13
0029900620,1160,Nolan,Fine,50
0029900620,1165,Luis,Grillo,8
0029900620,1198,Scott,Wall,60
0029900721,1150,Jimmy,Clark,6
0029900721,1151,Sean,Corbin,33
0029900721,1192,Bennett,Salvatore,15
0029900977,1190,Eddie,Rush,32
0029900977,1188,Leroy,Richardson,51
0029900977,1148,James,Capers,19
0029901048,1156,Tim,Donaghy,21
0029901048,1176,Monty,McCutchen,58
0029901048,1167,Steve,Javie,29
0029901052,1164,Ron,Garretson,10
0029901052,1144,Ted,Bernhardt,16
0029901052,1151,Sean,Corbin,33
0029901138,1147,Mike,Callahan,24
0029901138,1179,Rodney,Mott,71
0029901138,1152,Dan,Crawford,43
0029901146,1195,Derrick,Stafford,14
0029901146,1828,Hank,Armstrong,46
0029901146,1180,Jack,Nies,35
0029901186,1180,Jack,Nies,35
0029901186,1195,Derrick,Stafford,14
0029901186,1179,Rodney,Mott,71
0020000020,1180,Jack,Nies,35
0020000020,1181,Tommy,Nunez,28
0020000020,1185,Violet,Palmer,66
0020000023,1142,Dick,Bavetta,27
0020000023,1193,Michael,Smith,38
0020000023,1151,Sean,Corbin,33
0020000057,1830,Marc,Davis,64
0020000057,1199,Tom,Washington,49
0020000057,1157,Terry,Durham,31
0020000090,1144,Ted,Bernhardt,16
0020000090,1201,Leon,Wood,40
0020000090,1158,Hugh,Evans,25
0020000089,1181,Tommy,Nunez,28
0020000089,1185,Violet,Palmer,66
0020000089,1180,Jack,Nies,35
0020000146,1194,Bill,Spooner,22
0020000146,1165,Luis,Grillo,8
0020000146,1179,Rodney,Mott,71
0020000149,1156,Tim,Donaghy,21
0020000149,1144,Ted,Bernhardt,16
0020000149,1148,James,Capers,19
0020000256,1186,Blane,Reichelt,37
0020000256,1165,Luis,Grillo,8
0020000256,1662,Bill,Kennedy,55
0020000265,1188,Leroy,Richardson,51
0020000265,1154,Bob,Delaney,26
0020000265,1184,Ron,Olesiak,44
0020000323,1184,Ron,Olesiak,44
0020000323,1830,Marc,Davis,64
0020000323,1165,Luis,Grillo,8
0020000322,1163,Bernie,Fryer,7
0020000322,1148,James,Capers,19
0020000322,1661,Rashan,Michel,50
0020000348,1203,Mark,Wunderlich,18
0020000348,1179,Rodney,Mott,71
0020000348,1165,Luis,Grillo,8
0020000406,1189,Phil,Robinson,70
0020000406,1148,James,Capers,19
0020000406,1164,Ron,Garretson,10
0020000404,1176,Monty,McCutchen,58
0020000404,1186,Blane,Reichelt,37
0020000404,1161,Joe,Forte,45
0020000449,1184,Ron,Olesiak,44
0020000449,1167,Steve,Javie,29
0020000449,1363,Bennie,Adams,47
0020000444,1199,Tom,Washington,49
0020000444,1143,Gary,Benson,30
0020000444,1190,Eddie,Rush,32
0020000460,1155,JB,DeRosa,14
0020000460,1159,Kevin,Fehr,39
0020000460,1151,Sean,Corbin,33
0020000471,1192,Bennett,Salvatore,15
0020000471,1166,Hue,Hollins,42
0020000471,2004,Courtney,Kirkland,61
0020000492,1155,JB,DeRosa,14
0020000492,1151,Sean,Corbin,33
0020000492,1172,Jim,Kinsey,53
0020000534,1146,Tony,Brothers,56
0020000534,1168,David,Jones,36
0020000534,1155,JB,DeRosa,14
0020000562,1166,Hue,Hollins,42
0020000562,1143,Gary,Benson,30
0020000562,1181,Tommy,Nunez,28
0020000560,1165,Luis,Grillo,8
0020000560,1189,Phil,Robinson,70
0020000560,1147,Mike,Callahan,24
0020000595,1662,Bill,Kennedy,55
0020000595,1142,Dick,Bavetta,27
0020000595,1165,Luis,Grillo,8
0020000624,1170,Denise,Kantner,65
0020000624,1148,James,Capers,19
0020000624,1825,Mike,Mathis,13
0020000684,1825,Mike,Mathis,13
0020000684,1146,Tony,Brothers,56
0020000684,1828,Hank,Armstrong,46
0020000814,1172,Jim,Kinsey,53
0020000814,1166,Hue,Hollins,42
0020000814,1144,Ted,Bernhardt,16
0020000874,1147,Mike,Callahan,24
0020000874,2004,Courtney,Kirkland,61
0020000874,1192,Bennett,Salvatore,15
0020000907,1150,Jimmy,Clark,6
0020000907,1170,Denise,Kantner,65
0020000907,1197,Don,Vaden,12
0020001001,1168,David,Jones,36
0020001001,1204,Derek,Richardson,63
0020001001,1192,Bennett,Salvatore,15
0020001002,1158,Hugh,Evans,25
0020001002,1203,Mark,Wunderlich,18
0020001002,1827,George,Toliver,23
0020001026,1188,Leroy,Richardson,51
0020001026,1176,Monty,McCutchen,58
0020001026,1142,Dick,Bavetta,27
0020001075,1168,David,Jones,36
0020001075,2004,Courtney,Kirkland,61
0020001075,1155,JB,DeRosa,14
0020001108,1184,Ron,Olesiak,44
0020001108,1182,Ronnie,Nunn,34
0020001108,1159,Kevin,Fehr,39
0020001178,1163,Bernie,Fryer,7
0020001178,1148,James,Capers,19
0020001178,1165,Luis,Grillo,8
0040000005,1197,Don,Vaden,12
0040000005,1194,Bill,Spooner,22
0040000005,1163,Bernie,Fryer,7
0040000028,1167,Steve,Javie,29
0040000028,1163,Bernie,Fryer,7
0040000028,1203,Mark,Wunderlich,18
0040000030,1180,Jack,Nies,35
0040000030,1162,Scott,Foster,48
0040000030,1166,Hue,Hollins,42
0020100136,1198,Scott,Wall,60
0020100136,1144,Ted,Bernhardt,16
0020100136,1156,Tim,Donaghy,21
0020100155,1167,Steve,Javie,29
0020100155,1146,Tony,Brothers,56
0020100155,2002,Derrick,Collins,54
0020100261,1153,Joe,Crawford,17
0020100261,1165,Luis,Grillo,8
0020100261,1159,Kevin,Fehr,39
0020100269,1154,Bob,Delaney,26
0020100269,1168,David,Jones,36
0020100269,1165,Luis,Grillo,8
0020100279,1161,Joe,Forte,45
0020100279,2003,Pat,Fraher,52
0020100279,1197,Don,Vaden,12
0020100390,1662,Bill,Kennedy,55
0020100390,1167,Steve,Javie,29
0020100390,1150,Jimmy,Clark,6
0020100446,1176,Monty,McCutchen,58
0020100446,1198,Scott,Wall,60
0020100446,1192,Bennett,Salvatore,15
0020100456,1174,Ken,Mauer,41
0020100456,1144,Ted,Bernhardt,16
0020100456,1199,Tom,Washington,49
0020100514,1152,Dan,Crawford,43
0020100514,1195,Derrick,Stafford,9
0020100514,1193,Michael,Smith,38
0020100527,1189,Phil,Robinson,70
0020100527,1188,Leroy,Richardson,51
0020100527,1144,Ted,Bernhardt,16
0020100544,1197,Don,Vaden,12
0020100544,1363,Bennie,Adams,47
0020100544,1168,David,Jones,36
0020100560,1204,Derek,Richardson,63
0020100560,1826,Jess,Kersey,20
0020100560,1194,Bill,Spooner,22
0020100569,1181,Tommy,Nunez,28
0020100569,1161,Joe,Forte,45
0020100569,1185,Violet,Palmer,66
0020100622,1188,Leroy,Richardson,51
0020100622,1197,Don,Vaden,12
0020100622,1155,JB,DeRosa,14
0020100708,1200,Greg,Willard,57
0020100708,1162,Scott,Foster,48
0020100708,2003,Pat,Fraher,52
0020100712,1180,Jack,Nies,35
0020100712,1826,Jess,Kersey,20
0020100712,1151,Sean,Corbin,33
0020100765,1142,Dick,Bavetta,27
0020100765,1148,James,Capers,19
0020100765,1170,Denise,Kantner,65
0020100809,1161,Joe,Forte,45
0020100809,1195,Derrick,Stafford,9
0020100809,1148,James,Capers,19
0020100819,1192,Bennett,Salvatore,15
0020100819,2004,Courtney,Kirkland,61
0020100819,1165,Luis,Grillo,8
0020100833,1142,Dick,Bavetta,27
0020100833,1156,Tim,Donaghy,21
0020100833,1159,Kevin,Fehr,39
0020100859,1189,Phil,Robinson,70
0020100859,1151,Sean,Corbin,33
0020100859,1192,Bennett,Salvatore,15
0020100925,2147,Michael,Henderson,62
0020100925,1180,Jack,Nies,35
0020100925,1188,Leroy,Richardson,51
0020100935,1167,Steve,Javie,29
0020100935,1170,Denise,Kantner,65
0020100935,1156,Tim,Donaghy,21
0020100967,1194,Bill,Spooner,22
0020100967,1164,Ron,Garretson,10
0020100967,1143,Gary,Benson,30
0020101010,2004,Courtney,Kirkland,61
0020101010,1197,Don,Vaden,12
0020101010,1193,Michael,Smith,38
0020101020,1198,Scott,Wall,60
0020101020,1146,Tony,Brothers,56
0020101020,1153,Joe,Crawford,17
0020101024,1363,Bennie,Adams,47
0020101024,1168,David,Jones,36
0020101024,1155,JB,DeRosa,14
0020101031,1167,Steve,Javie,29
0020101031,2004,Courtney,Kirkland,61
0020101031,1181,Tommy,Nunez,28
0020101046,1194,Bill,Spooner,22
0020101046,1201,Leon,Wood,40
0020101046,1664,Gary,Zielinski,59
0020101056,1203,Mark,Wunderlich,18
0020101056,1154,Bob,Delaney,26
0020101056,1185,Violet,Palmer,66
0020101169,1197,Don,Vaden,12
0020101169,1176,Monty,McCutchen,58
0020101169,1830,Marc,Davis,64
0020200002,1164,Ron,Garretson,10
0020200002,1176,Monty,McCutchen,58
0020200002,1363,Bennie,Adams,47
0020200035,1179,Rodney,Mott,71
0020200035,1185,Violet,Palmer,66
0020200035,1161,Joe,Forte,45
0020200036,1151,Sean,Corbin,33
0020200036,1199,Tom,Washington,49
0020200036,2147,Michael,Henderson,62
0020200053,1199,Tom,Washington,49
0020200053,1194,Bill,Spooner,22
0020200053,1185,Violet,Palmer,66
0020200076,2147,Michael,Henderson,62
0020200076,1153,Joe,Crawford,17
0020200076,1186,Blane,Reichelt,37
0020200087,1168,David,Jones,36
0020200087,1147,Mike,Callahan,24
0020200087,1363,Bennie,Adams,47
0020200089,1826,Jess,Kersey,20
0020200089,1185,Violet,Palmer,66
0020200089,1195,Derrick,Stafford,9
0020200156,1163,Bernie,Fryer,7
0020200156,1830,Marc,Davis,64
0020200156,1827,George,Toliver,23
0020200213,2003,Pat,Fraher,52
0020200213,1147,Mike,Callahan,24
0020200213,1184,Ron,Olesiak,44
0020200235,1153,Joe,Crawford,17
0020200235,1194,Bill,Spooner,22
0020200235,2147,Michael,Henderson,62
0020200284,2002,Derrick,Collins,54
0020200284,1180,Jack,Nies,35
0020200284,1148,James,Capers,19
0020200333,1201,Leon,Wood,40
0020200333,1827,George,Toliver,23
0020200333,1163,Bernie,Fryer,7
0020200362,1146,Tony,Brothers,56
0020200362,1830,Marc,Davis,64
0020200362,1192,Bennett,Salvatore,15
0020200399,1159,Kevin,Fehr,39
0020200399,1168,David,Jones,36
0020200399,1164,Ron,Garretson,10
0020200443,2004,Courtney,Kirkland,61
0020200443,1161,Joe,Forte,45
0020200443,1826,Jess,Kersey,20
0020200717,1189,Phil,Robinson,70
0020200717,1192,Bennett,Salvatore,15
0020200717,1148,James,Capers,19
0020200882,1193,Michael,Smith,38
0020200882,1166,Hue,Hollins,42
0020200882,1147,Mike,Callahan,24
0020200942,1197,Don,Vaden,12
0020200942,1188,Leroy,Richardson,51
0020200942,2529,Tony,Brown,68
0020201089,1142,Dick,Bavetta,27
0020201089,1147,Mike,Callahan,24
0020201089,1159,Kevin,Fehr,39
0020201119,1155,JB,DeRosa,14
0020201119,1151,Sean,Corbin,33
0020201119,1664,Gary,Zielinski,59
0020300002,1159,Kevin,Fehr,39
0020300002,1167,Steve,Javie,29
0020300002,1195,Derrick,Stafford,9
0020300003,1153,Joe,Crawford,17
0020300003,1189,Phil,Robinson,70
0020300003,1203,Mark,Wunderlich,18
0020300001,1198,Scott,Wall,60
0020300001,1192,Bennett,Salvatore,15
0020300001,1186,Blane,Reichelt,37
0020300004,2530,Ed,Malloy,73
0020300004,1155,JB,DeRosa,14
0020300004,1826,Jess,Kersey,20
0020300011,1147,Mike,Callahan,24
0020300011,1664,Gary,Zielinski,59
0020300011,1162,Scott,Foster,48
0020300012,1189,Phil,Robinson,70
0020300012,1156,Tim,Donaghy,21
0020300012,1203,Mark,Wunderlich,18
0020300005,1151,Sean,Corbin,33
0020300005,2002,Derrick,Collins,54
0020300005,1154,Bob,Delaney,26
0020300014,1204,Derek,Richardson,63
0020300014,1363,Bennie,Adams,47
0020300014,1164,Ron,Garretson,10
0020300013,1174,Ken,Mauer,41
0020300013,1161,Joe,Forte,45
0020300013,1179,Rodney,Mott,71
0020300006,1144,Ted,Bernhardt,16
0020300006,1193,Michael,Smith,38
0020300006,1142,Dick,Bavetta,27
0020300009,2003,Pat,Fraher,52
0020300009,1168,David,Jones,36
0020300009,1163,Bernie,Fryer,7
0020300007,2147,Michael,Henderson,62
0020300007,1190,Eddie,Rush,32
0020300007,1165,Luis,Grillo,8
0020300010,2531,Troy,Raymond,56
0020300010,1180,Jack,Nies,35
0020300010,1201,Leon,Wood,40
0020300008,1200,Greg,Willard,57
0020300008,1148,James,Capers,19
0020300008,2529,Tony,Brown,68
0020300016,1146,Tony,Brothers,25
0020300016,2534,Zach,Zarba,58
0020300016,1152,Dan,Crawford,43
0020300018,1162,Scott,Foster,48
0020300018,1664,Gary,Zielinski,59
0020300018,1147,Mike,Callahan,24
0020300015,1188,Leroy,Richardson,51
0020300015,1176,Monty,McCutchen,13
0020300015,1194,Bill,Spooner,22
0020300017,1195,Derrick,Stafford,9
0020300017,1167,Steve,Javie,29
0020300017,1159,Kevin,Fehr,39
0020300020,2534,Zach,Zarba,58
0020300020,1152,Dan,Crawford,43
0020300020,1146,Tony,Brothers,25
0020300025,1176,Monty,McCutchen,13
0020300025,1662,Bill,Kennedy,55
0020300025,1194,Bill,Spooner,22
0020300021,1180,Jack,Nies,35
0020300021,1830,Marc,Davis,34
0020300021,1201,Leon,Wood,40
0020300023,1143,Gary,Benson,30
0020300023,1168,David,Jones,36
0020300023,1163,Bernie,Fryer,7
0020300022,2004,Courtney,Kirkland,61
0020300022,1155,JB,DeRosa,14
0020300022,1826,Jess,Kersey,20
0020300024,2529,Tony,Brown,68
0020300024,1200,Greg,Willard,57
0020300024,1184,Ron,Olesiak,44
0020300019,1192,Bennett,Salvatore,15
0020300019,1186,Blane,Reichelt,37
0020300019,2530,Ed,Malloy,73
0020300026,1174,Ken,Mauer,41
0020300026,1161,Joe,Forte,45
0020300026,1179,Rodney,Mott,71
0020300030,1195,Derrick,Stafford,9
0020300030,1167,Steve,Javie,29
0020300030,2003,Pat,Fraher,52
0020300039,1664,Gary,Zielinski,59
0020300039,1147,Mike,Callahan,24
0020300039,1162,Scott,Foster,48
0020300037,2002,Derrick,Collins,54
0020300037,1185,Violet,Palmer,12
0020300037,1199,Tom,Washington,49
0020300032,2004,Courtney,Kirkland,61
0020300032,1192,Bennett,Salvatore,15
0020300032,1186,Blane,Reichelt,37
0020300034,1165,Luis,Grillo,8