id,full_name,first_name,last_name,is_active
76001,Alaa Abdelnaby,Alaa,Abdelnaby,0
76002,Zaid Abdul-Aziz,Zaid,Abdul-Aziz,0
76003,Kareem Abdul-Jabbar,Kareem,Abdul-Jabbar,0
51,Mahmoud Abdul-Rauf,Mahmoud,Abdul-Rauf,0
1505,Tariq Abdul-Wahad,Tariq,Abdul-Wahad,0
949,Shareef Abdur-Rahim,Shareef,Abdur-Rahim,0
76005,Tom Abernethy,Tom,Abernethy,0
76006,Forest Able,Forest,Able,0
76007,John Abramovic,John,Abramovic,0
203518,Alex Abrines,Alex,Abrines,0
1630173,Precious Achiuwa,Precious,Achiuwa,1
101165,Alex Acker,Alex,Acker,0
76008,Donald Ackerman,Donald,Ackerman,0
76009,Mark Acres,Mark,Acres,0
76010,Charles Acton,Charles,Acton,0
203112,Quincy Acy,Quincy,Acy,0
76011,Alvan Adams,Alvan,Adams,0
76012,Don Adams,Don,Adams,0
200801,Hassan Adams,Hassan,Adams,0
1629121,Jaylen Adams,Jaylen,Adams,0
203919,Jordan Adams,Jordan,Adams,0
149,Michael Adams,Michael,Adams,0
203500,Steven Adams,Steven,Adams,1
912,Rafael Addison,Rafael,Addison,0
1628389,Bam Adebayo,Bam,Adebayo,1
1629061,Deng Adel,Deng,Adel,0
76015,Rick Adelman,Rick,Adelman,0
202399,Jeff Adrien,Jeff,Adrien,0
201167,Arron Afflalo,Arron,Afflalo,0
1630534,Ochai Agbaji,Ochai,Agbaji,1
200772,Maurice Ager,Maurice,Ager,0
76016,Mark Aguirre,Mark,Aguirre,0
201336,Blake Ahearn,Blake,Ahearn,0
76017,Danny Ainge,Danny,Ainge,0
201582,Alexis Ajinca,Alexis,Ajinca,0
76018,Henry Akin,Henry,Akin,0
203006,Josh Akognon,Josh,Akognon,0
1629152,DeVaughn Akoon-Purcell,DeVaughn,Akoon-Purcell,0
202374,Solomon Alabi,Solomon,Alabi,0
76019,Mark Alarie,Mark,Alarie,0
76020,Gary Alcorn,Gary,Alcorn,0
1630583,Santi Aldama,Santi,Aldama,1
203128,Furkan Aldemir,Furkan,Aldemir,0
202332,Cole Aldrich,Cole,Aldrich,0
200746,LaMarcus Aldridge,LaMarcus,Aldridge,0
76021,Chuck Aleksinas,Chuck,Aleksinas,0
1626146,Cliff Alexander,Cliff,Alexander,0
724,Cory Alexander,Cory,Alexander,0
2042,Courtney Alexander,Courtney,Alexander,0
76022,Gary Alexander,Gary,Alexander,0
201570,Joe Alexander,Joe,Alexander,0
1629734,Kyle Alexander,Kyle,Alexander,0
1630234,Ty-Shon Alexander,Ty-Shon,Alexander,0
2349,Victor Alexander,Victor,Alexander,0
1629638,Nickeil Alexander-Walker,Nickeil,Alexander-Walker,1
76024,Steve Alford,Steve,Alford,0
1628959,Rawle Alkins,Rawle,Alkins,0
76028,Bob Allen,Bob,Allen,0
1628960,Grayson Allen,Grayson,Allen,1
1628386,Jarrett Allen,Jarrett,Allen,1
706,Jerome Allen,Jerome,Allen,0
1628443,Kadeem Allen,Kadeem,Allen,0
202730,Lavoy Allen,Lavoy,Allen,0
76027,Lucius Allen,Lucius,Allen,0
2124,Malik Allen,Malik,Allen,0
76025,Randy Allen,Randy,Allen,0
951,Ray Allen,Ray,Allen,0
2754,Tony Allen,Tony,Allen,0
76029,Odis Allison,Odis,Allison,0
200984,Lance Allred,Lance,Allred,0
76030,Darrell Allums,Darrell,Allums,0
201165,Morris Almond,Morris,Almond,0
308,Derrick Alston,Derrick,Alston,0
1747,Rafer Alston,Rafer,Alston,0
1824,Peter Aluma,Peter,Aluma,0
1630631,Jose Alvarado,Jose,Alvarado,1
680,John Amaechi,John,Amaechi,0
732,Ashraf Amaya,Ashraf,Amaya,0
202329,Al-Farouq Aminu,Al-Farouq,Aminu,0
200811,Lou Amundson,Lou,Amundson,0
76034,Bob Anderegg,Bob,Anderegg,0
2365,Chris Andersen,Chris,Andersen,0
2431,David Andersen,David,Andersen,0
101187,Alan Anderson,Alan,Anderson,0
202079,Antonio Anderson,Antonio,Anderson,0
76035,Cliff Anderson,Cliff,Anderson,0
76036,Daniel Anderson,Daniel,Anderson,0
1507,Derek Anderson,Derek,Anderson,0
76037,Dwight Anderson,Dwight,Anderson,0
944,Eric Anderson,Eric,Anderson,0
246,Greg Anderson,Greg,Anderson,0
202341,James Anderson,James,Anderson,0
76040,Jerome Anderson,Jerome,Anderson,0
1626147,Justin Anderson,Justin,Anderson,0
72,Kenny Anderson,Kenny,Anderson,0
76041,Kim Anderson,Kim,Anderson,0
203937,Kyle Anderson,Kyle,Anderson,1
76042,Michael Anderson,Michael,Anderson,0
76043,Mitchell Anderson,Mitchell,Anderson,0
98,Nick Anderson,Nick,Anderson,0
76045,Richard Anderson,Richard,Anderson,0
76046,Ron Anderson,Ron,Anderson,0
201583,Ryan Anderson,Ryan,Anderson,0
1000,Shandon Anderson,Shandon,Anderson,0
335,Willie Anderson,Willie,Anderson,0
76048,Wally Anderzunas,Wally,Anderzunas,0
101149,Martynas Andriuskevicius,Martynas,Andriuskevicius,0
76049,Don Anielak,Don,Anielak,0
1628387,Ike Anigbogu,Ike,Anigbogu,0
76050,Michael Ansley,Michael,Ansley,0
1512,Chris Anstey,Chris,Anstey,0
203507,Giannis Antetokounmpo,Giannis,Antetokounmpo,1
1628961,Kostas Antetokounmpo,Kostas,Antetokounmpo,1
203648,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,1
2546,Carmelo Anthony,Carmelo,Anthony,0
1630175,Cole Anthony,Cole,Anthony,1
21,Greg Anthony,Greg,Anthony,0
201202,Joel Anthony,Joel,Anthony,0
203544,Pero Antic,Pero,Antic,0
1628384,O.G. Anunoby,O.G.,Anunoby,1
203951,Keith Appling,Keith,Appling,0
2737,Rafael Araujo,Rafael,Araujo,0
76053,Stacey Arceneaux,Stacey,Arceneaux,0
76054,Nate Archibald,Nate,Archibald,0
2425,Robert Archibald,Robert,Archibald,0
1627853,Ryan Arcidiacono,Ryan,Arcidiacono,1
76055,Jim Ard,Jim,Ard,0
2240,Gilbert Arenas,Gilbert,Arenas,0
2772,Trevor Ariza,Trevor,Ariza,0
76056,Paul Arizin,Paul,Arizin,0
76057,Joe Arlauckas,Joe,Arlauckas,0
769,B.J. Armstrong,B.J.,Armstrong,0
76061,Bob Armstrong,Bob,Armstrong,0
2220,Brandon Armstrong,Brandon,Armstrong,0
353,Darrell Armstrong,Darrell,Armstrong,0
200756,Hilton Armstrong,Hilton,Armstrong,0
76060,Paul Armstrong,Paul,Armstrong,0
76059,Tate Armstrong,Tate,Armstrong,0
76062,Jesse Arnelle,Jesse,Arnelle,0
76063,Jay Arnette,Jay,Arnette,0
76064,Bob Arnzen,Bob,Arnzen,0
2306,Carlos Arroyo,Carlos,Arroyo,0
201589,Darrell Arthur,Darrell,Arthur,0
76065,John Arthurs,John,Arthurs,0
1628503,Jamel Artis,Jamel,Artis,0
201600,Omer Asik,Omer,Asik,0
355,Vincent Askew,Vincent,Askew,0
173,Keith Askins,Keith,Askins,0
76068,Don Asmonga,Don,Asmonga,0
76069,Richard Atha,Richard,Atha,0
1088,Chucky Atkins,Chucky,Atkins,0
76070,Alvin Attles,Alvin,Attles,0
76071,Chet Aubuchon,Chet,Aubuchon,0
278,Stacey Augmon,Stacey,Augmon,0
201571,D.J. Augustin,D.J.,Augustin,0
200788,James Augustine,James,Augustine,0
1134,Ike Austin,Ike,Austin,0
76073,John Austin,John,Austin,0
76074,Ken Austin,Ken,Austin,0
1630166,Deni Avdija,Deni,Avdija,1
138,Anthony Avent,Anthony,Avent,0
76076,William Averitt,William,Averitt,0
1895,William Avery,William,Avery,0
76078,Dennis Awtrey,Dennis,Awtrey,0
1630555,Joel Ayayi,Joel,Ayayi,0
202970,Gustavo Ayon,Gustavo,Ayon,0
201965,Jeff Ayres,Jeff,Ayres,0
1629028,Deandre Ayton,Deandre,Ayton,1
101235,Kelenna Azubuike,Kelenna,Azubuike,0
1628962,Udoka Azubuike,Udoka,Azubuike,1
203569,Chris Babb,Chris,Babb,0
202337,Luke Babbitt,Luke,Babbitt,0
76079,Milos Babic,Milos,Babic,0
76080,Johnny Bach,Johnny,Bach,0
1628407,Dwayne Bacon,Dwayne,Bacon,0
76081,Jim Baechtold,Jim,Baechtold,0
2053,Dalibor Bagaric,Dalibor,Bagaric,0
76082,John Bagley,John,Bagley,0
1628963,Marvin Bagley III,Marvin,Bagley III,1
76084,Carl Bailey,Carl,Bailey,0
76083,Gus Bailey,Gus,Bailey,0
76085,James Bailey,James,Bailey,0
1847,Thurl Bailey,Thurl,Bailey,0
1753,Toby Bailey,Toby,Bailey,0
203946,Cameron Bairstow,Cameron,Bairstow,0
1858,Mark Baker,Mark,Baker,0
2486,Maurice Baker,Maurice,Baker,0
76089,Norm Baker,Norm,Baker,0
1627758,Ron Baker,Ron,Baker,0
452,Vin Baker,Vin,Baker,0
1627735,Wade Baldwin IV,Wade,Baldwin IV,0
1631116,Patrick Baldwin Jr.,Patrick,Baldwin Jr.,1
200764,Renaldo Balkman,Renaldo,Balkman,0
76090,Cedric Ball,Cedric,Ball,0
1630163,LaMelo Ball,LaMelo,Ball,1
1629071,LiAngelo Ball,LiAngelo,Ball,1
1628366,Lonzo Ball,Lonzo,Ball,1
76091,Greg Ballard,Greg,Ballard,0
76092,Herschel Baltimore,Herschel,Baltimore,0
1628964,Mo Bamba,Mo,Bamba,1
1631094,Paolo Banchero,Paolo,Banchero,1
1630217,Desmond Bane,Desmond,Bane,1
76093,Gene Banks,Gene,Banks,0
2556,Marcus Banks,Marcus,Banks,0
76094,Ken Bannister,Ken,Bannister,0
76095,Mike Bantom,Mike,Bantom,0
1630625,Dalano Banton,Dalano,Banton,1
1627760,Cat Barber,Cat,Barber,0
76096,John Barber,John,Barber,0
2571,Leandro Barbosa,Leandro,Barbosa,0
76097,Stephen Bardo,Stephen,Bardo,0
200826,J.J. Barea,J.J.,Barea,0
200745,Andrea Bargnani,Andrea,Bargnani,0
76098,Cliff Barker,Cliff,Barker,0
76099,Tom Barker,Tom,Barker,0
787,Charles Barkley,Charles,Barkley,0
2057,Erick Barkley,Erick,Barkley,0
76102,Don Barksdale,Don,Barksdale,0
1631230,Dominick Barlow,Dominick,Barlow,1
203084,Harrison Barnes,Harrison,Barnes,1
76103,Harry Barnes,Harry,Barnes,0
76105,Jim Barnes,Jim,Barnes,0
76104,Marvin Barnes,Marvin,Barnes,0
2440,Matt Barnes,Matt,Barnes,0
1630567,Scottie Barnes,Scottie,Barnes,1
76107,Dick Barnett,Dick,Barnett,0
76106,Jim Barnett,Jim,Barnett,0
76108,John Barnhill,John,Barnhill,0
76109,Norton Barnhill,Norton,Barnhill,0
76110,Leo Barnhorst,Leo,Barnhorst,0
76111,John Barr,John,Barr,0
76112,Mike Barr,Mike,Barr,0
76113,Thomas Barr,Thomas,Barr,0
2857,Andre Barrett,Andre,Barrett,0
76114,Ernie Barrett,Ernie,Barrett,0
1629628,RJ Barrett,RJ,Barrett,1
2853,Earl Barron,Earl,Barron,0
344,Dana Barros,Dana,Barros,0
699,Brent Barry,Brent,Barry,0
1003,Drew Barry,Drew,Barry,0
468,Jon Barry,Jon,Barry,0
600013,Rick Barry,Rick,Barry,0
76117,Ed Bartels,Ed,Bartels,0
76118,Vic Bartolome,Vic,Bartolome,0
203115,Will Barton,Will,Barton,1
101188,Eddie Basden,Eddie,Basden,0
76119,Jerry Baskerville,Jerry,Baskerville,0
101138,Brandon Bass,Brandon,Bass,0
1628238,Paris Bass,Paris,Bass,0
76120,Tim Bassett,Tim,Bassett,0
1629646,Charles Bassey,Charles,Bassey,1
1766,Maceo Baston,Maceo,Baston,0
2370,Mengke Bateer,Mengke,Bateer,0
76121,Billyray Bates,Billyray,Bates,0
1628966,Keita Bates-Diop,Keita,Bates-Diop,1
101212,Esteban Batista,Esteban,Batista,0
2471,Mike Batiste,Mike,Batiste,0
1499,Tony Battie,Tony,Battie,0
2203,Shane Battier,Shane,Battier,0
174,John Battle,John,Battle,0
76123,Kenny Battle,Kenny,Battle,0
76124,Dave Batton,Dave,Batton,0
201587,Nicolas Batum,Nicolas,Batum,1
76125,Johnny Baum,Johnny,Baum,0
76126,Frankie Baumholtz,Frankie,Baumholtz,0
2437,Lonny Baxter,Lonny,Baxter,0
201573,Jerryd Bayless,Jerryd,Bayless,0
76127,Elgin Baylor,Elgin,Baylor,0
203382,Aron Baynes,Aron,Baynes,0
76128,Sergei Bazarevich,Sergei,Bazarevich,0
203145,Kent Bazemore,Kent,Bazemore,1
1629647,Darius Bazley,Darius,Bazley,1
76129,Ed Beach,Ed,Beach,0
203078,Bradley Beal,Bradley,Beal,1
76130,Butch Beard,Butch,Beard,0
76131,Ralph Beard,Ralph,Beard,0
2602,Jerome Beasley,Jerome,Beasley,0
1627736,Malik Beasley,Malik,Beasley,1
201563,Michael Beasley,Michael,Beasley,0
76133,Zelmo Beaty,Zelmo,Beaty,0
201958,Rodrigue Beaubois,Rodrigue,Beaubois,0
1630699,MarJon Beauchamp,MarJon,Beauchamp,1
76134,Byron Beck,Byron,Beck,0
1133,Corey Beck,Corey,Beck,0
76136,Ernie Beck,Ernie,Beck,0
76137,Moe Becker,Moe,Becker,0
76138,William Bedford,William,Bedford,0
76139,Hank Beenders,Hank,Beenders,0
76140,Ron Behagen,Ron,Behagen,0
76141,Elmer Behnke,Elmer,Behnke,0
201158,Marco Belinelli,Marco,Belinelli,0
2294,Charlie Bell,Charlie,Bell,0
76142,Dennis Bell,Dennis,Bell,0
1628395,Jordan Bell,Jordan,Bell,0
1952,Raja Bell,Raja,Bell,0
2559,Troy Bell,Troy,Bell,0
76143,William Bell,William,Bell,0
76144,Walt Bellamy,Walt,Bellamy,0
1627761,DeAndre' Bembry,DeAndre',Bembry,0
76145,Irv Bemoras,Irv,Bemoras,0
76146,Leon Benbow,Leon,Benbow,0
1627733,Dragan Bender,Dragan,Bender,0
1886,Jonathan Bender,Jonathan,Bender,0
203968,Jerrelle Benimon,Jerrelle,Benimon,0
104,Benoit Benjamin,Benoit,Benjamin,0
1736,Corey Benjamin,Corey,Benjamin,0
203461,Anthony Bennett,Anthony,Bennett,0
1120,Elmer Bennett,Elmer,Bennett,0
712,Mario Bennett,Mario,Bennett,0
76151,Mel Bennett,Mel,Bennett,0
76148,Tony Bennett,Tony,Bennett,0
76152,Winston Bennett,Winston,Bennett,0
128,David Benoit,David,Benoit,0
202728,Keith Benson,Keith,Benson,0
76154,Kent Benson,Kent,Benson,0
1627791,Ben Bentil,Ben,Bentil,0
76155,Gene Berce,Gene,Berce,0
76156,Gary Bergen,Gary,Bergen,0
1631262,Jules Bernard,Jules,Bernard,1
76157,Ricky Berry,Ricky,Berry,0
76158,Walter Berry,Walter,Berry,0
1629541,Dairis Bertans,Dairis,Bertans,0
202722,Davis Bertans,Davis,Bertans,1
76159,Del Beshore,Del,Beshore,0
696,Travis Best,Travis,Best,0
201976,Patrick Beverley,Patrick,Beverley,1
1630180,Saddiq Bey,Saddiq,Bey,1
1630189,Tyler Bey,Tyler,Bey,0
204021,Sim Bhullar,Sim,Bhullar,0
76160,Al Bianchi,Al,Bianchi,0
76161,Hank Biasatti,Hank,Biasatti,0
76162,Henry Bibby,Henry,Bibby,0
1710,Mike Bibby,Mike,Bibby,0
76163,Ed Biedenbach,Ed,Biedenbach,0
2740,Andris Biedrins,Andris,Biedrins,0
76164,Don Bielke,Don,Bielke,0
76165,Bob Bigelow,Bob,Bigelow,0
1497,Chauncey Billups,Chauncey,Billups,0
76166,Dave Bing,Dave,Bing,0
1631234,Marcus Bingham Jr.,Marcus,Bingham Jr.,1
76167,Joe Binion,Joe,Binion,0
203920,Khem Birch,Khem,Birch,1
1628444,Jabari Bird,Jabari,Bird,0
76168,Jerry Bird,Jerry,Bird,0
1449,Larry Bird,Larry,Bird,0
76170,Otis Birdsong,Otis,Birdsong,0
76171,Gale Bishop,Gale,Bishop,0
1629048,Goga Bitadze,Goga,Bitadze,1
202687,Bismack Biyombo,Bismack,Biyombo,1
202357,Nemanja Bjelica,Nemanja,Bjelica,0
76172,Uwe Blab,Uwe,Blab,0
76173,Charlie Black,Charlie,Black,0
76174,Norman Black,Norman,Black,0
204028,Tarik Black,Tarik,Black,0
76175,Tom Black,Tom,Black,0
76176,Rolando Blackman,Rolando,Blackman,0
76180,Alex Blackwell,Alex,Blackwell,0
76177,Cory Blackwell,Cory,Blackwell,0
1806,James Blackwell,James,Blackwell,0
76179,Nate Blackwell,Nate,Blackwell,0
201971,DeJuan Blair,DeJuan,Blair,0
2581,Steve Blake,Steve,Blake,0
202392,Marqus Blakely,Marqus,Blakely,0
1628469,Antonio Blakeney,Antonio,Blakeney,0
200807,Will Blalock,Will,Blalock,0
76182,George Blaney,George,Blaney,0
76183,Lance Blanks,Lance,Blanks,0
76184,Ricky Blanton,Ricky,Blanton,0
101154,Andray Blatche,Andray,Blatche,0
302,Mookie Blaylock,Mookie,Blaylock,0
202339,Eric Bledsoe,Eric,Bledsoe,0
1629833,Keljin Blevins,Keljin,Blevins,0
76186,Leon Blevins,Leon,Blevins,0
76187,John Block,John,Block,0
76188,Mike Bloom,Mike,Bloom,0
1628417,Jaron Blossomgame,Jaron,Blossomgame,0
916,Corie Blount,Corie,Blount,0
1548,Mark Blount,Mark,Blount,0
203505,Vander Blue,Vander,Blue,0
1629129,Trevon Bluiett,Trevon,Bluiett,0
76189,Ray Blume,Ray,Blume,0
76190,Nelson Bobb,Nelson,Bobb,0
2800,Tony Bobbitt,Tony,Bobbitt,0
76191,Arlen Bockhorn,Arlen,Bockhorn,0
1631205,Buddy Boeheim,Buddy,Boeheim,1
76192,Tom Boerwinkle,Tom,Boerwinkle,0
2586,Keith Bogans,Keith,Bogans,0
203992,Bogdan Bogdanovic,Bogdan,Bogdanovic,1
202711,Bojan Bogdanovic,Bojan,Bogdanovic,1
177,Muggsy Bogues,Muggsy,Bogues,0
101106,Andrew Bogut,Andrew,Bogut,0
1564,Etdrick Bohannon,Etdrick,Bohannon,0
1629626,Bol Bol,Bol,Bol,1
76195,Manute Bol,Manute,Bol,0
1628413,Jonah Bolden,Jonah,Bolden,0
1629716,Marques Bolden,Marques,Bolden,1
76196,Bill Bolger,Bill,Bolger,0
1630195,Leandro Bolmaro,Leandro,Bolmaro,1
1627762,Joel Bolomboy,Joel,Bolomboy,0
76197,Doug Bolstorff,Doug,Bolstorff,0
76203,George H. Bon Salle,George H.,Bon Salle,0
76198,Phil Bond,Phil,Bond,0
1603,Walter Bond,Walter,Bond,0
1629648,Jordan Bone,Jordan,Bone,0
1121,Dexter Boney,Dexter,Boney,0
1629067,Isaac Bonga,Isaac,Bonga,0
76201,Ron Bonham,Ron,Bonham,0
41,Anthony Bonner,Anthony,Bonner,0
2588,Matt Bonner,Matt,Bonner,0
1626164,Devin Booker,Devin,Booker,1
511,Melvin Booker,Melvin,Booker,0
202344,Trevor Booker,Trevor,Booker,0
200767,Josh Boone,Josh,Boone,0
76204,Ron Boone,Ron,Boone,0
1916,Calvin Booth,Calvin,Booth,0
1522,Keith Booth,Keith,Booth,0
76206,Bob Boozer,Bob,Boozer,0
2430,Carlos Boozer,Carlos,Boozer,0
2414,Curtis Borchardt,Curtis,Borchardt,0
76207,Jake Bornheimer,Jake,Bornheimer,0
1953,Lazaro Borrell,Lazaro,Borrell,0
76209,Costic Borsavage,Costic,Borsavage,0
76210,Vince Boryla,Vince,Boryla,0
2547,Chris Bosh,Chris,Bosh,0
76211,Jim Bostic,Jim,Bostic,0
1630527,Brandon Boston,Brandon,Boston,1
76212,Lawrence Boston,Lawrence,Boston,0
76213,Tom Boswell,Tom,Boswell,0
1628449,Chris Boucher,Chris,Boucher,1
1630547,James Bouknight,James,Bouknight,1
2257,Ruben Boumtje-Boumtje,Ruben,Boumtje-Boumtje,0
1631123,Jamaree Bouyea,Jamaree,Bouyea,1
76214,Don Boven,Don,Boven,0
1898,Cal Bowdler,Cal,Bowdler,0
1477,Bruce Bowen,Bruce,Bowen,0
1763,Ryan Bowen,Ryan,Bowen,0
1628968,Brian Bowen II,Brian,Bowen II,0
194,Anthony Bowie,Anthony,Bowie,0
76217,Sam Bowie,Sam,Bowie,0
1085,Ira Bowman,Ira,Bowman,0
1629065,Ky Bowman,Ky,Bowman,0
76219,Nate Bowman,Nate,Bowman,0
671,Donnie Boyce,Donnie,Boyce,0
76221,Dennis Boyd,Dennis,Boyd,0
76222,Fred Boyd,Fred,Boyd,0
76223,Ken Boyd,Ken,Boyd,0
1863,Earl Boykins,Earl,Boykins,0
76224,Harry Boykoff,Harry,Boykoff,0
76225,Winford Boynes,Winford,Boynes,0
200841,Cedric Bozeman,Cedric,Bozeman,0
76226,Steve Bracey,Steve,Bracey,0
202342,Craig Brackins,Craig,Brackins,0
76227,Gary Bradds,Gary,Bradds,0
76228,Alex Bradley,Alex,Bradley,0
76229,Alonzo Bradley,Alonzo,Bradley,0
202340,Avery Bradley,Avery,Bradley,0
76233,Bill Bradley,Bill,Bradley,0
76230,Charles Bradley,Charles,Bradley,0
76231,Dudley Bradley,Dudley,Bradley,0
76232,Joe Bradley,Joe,Bradley,0
2214,Michael Bradley,Michael,Bradley,0
762,Shawn Bradley,Shawn,Bradley,0
1628396,Tony Bradley,Tony,Bradley,1
1361,Mark Bradtke,Mark,Bradtke,0
66,Marques Bragg,Marques,Bragg,0
1765,Torraye Braggs,Torraye,Braggs,0
1920,A.J. Bramlett,A.J.,Bramlett,0
76237,Adrian Branch,Adrian,Branch,0
1882,Elton Brand,Elton,Brand,0
210,Terrell Brandon,Terrell,Brandon,0
1631103,Malaki Branham,Malaki,Branham,1
76238,Bob Brannum,Bob,Brannum,0
76239,Brad Branson,Brad,Branson,0
76240,Jesse Branson,Jesse,Branson,0
1629714,Jarrell Brantley,Jarrell,Brantley,0
76241,Jim Brasco,Jim,Brasco,0
76242,Mike Bratz,Mike,Bratz,0
76243,Carl Braun,Carl,Braun,0
1631128,Christian Braun,Christian,Braun,1
1629649,Ignas Brazdeikis,Ignas,Brazdeikis,0
160,Tim Breaux,Tim,Breaux,0
2452,J.R. Bremer,J.R.,Bremer,0
76245,Pete Brennan,Pete,Brennan,0
76246,Tom Brennan,Tom,Brennan,0
76247,Randy Breuer,Randy,Breuer,0
201147,Corey Brewer,Corey,Brewer,0
2249,Jamison Brewer,Jamison,Brewer,0
76248,Jim Brewer,Jim,Brewer,0
76249,Ron Brewer,Ron,Brewer,0
200758,Ronnie Brewer,Ronnie,Brewer,0
2056,Primoz Brezec,Primoz,Brezec,0
76250,Frank Brian,Frank,Brian,0
783,Frank Brickowski,Frank,Brickowski,0
76252,Junior Bridgeman,Junior,Bridgeman,0
76253,Bill Bridges,Bill,Bridges,0
1628969,Mikal Bridges,Mikal,Bridges,1
1628970,Miles Bridges,Miles,Bridges,0
76254,Al Brightman,Al,Brightman,0
1628578,Amida Brimah,Amida,Brimah,0
76255,Audley Brindley,Audley,Brindley,0
1628515,Isaiah Briscoe,Isaiah,Briscoe,0
76256,John Brisker,John,Brisker,0
1629052,Oshae Brissett,Oshae,Brissett,1
76257,Allan Bristow,Allan,Bristow,0
76258,Tyrone Britt,Tyrone,Britt,0
76259,Wayman Britt,Wayman,Britt,0
76260,Mike Brittain,Mike,Brittain,0
76261,David Britton,David,Britton,0
201972,Jon Brockman,Jon,Brockman,0
1629151,Ryan Broekhoff,Ryan,Broekhoff,0
76262,Jim Brogan,Jim,Brogan,0
1627763,Malcolm Brogdon,Malcolm,Brogdon,1
76263,Gary Brokaw,Gary,Brokaw,0
76264,Price Brookfield,Price,Brookfield,0
201166,Aaron Brooks,Aaron,Brooks,0
1629717,Armoni Brooks,Armoni,Brooks,0
1628415,Dillon Brooks,Dillon,Brooks,1
76265,Kevin Brooks,Kevin,Brooks,0
202705,MarShon Brooks,MarShon,Brooks,0
76266,Michael Brooks,Michael,Brooks,0
418,Scott Brooks,Scott,Brooks,0
2810,Andre Brown,Andre,Brown,0
1626148,Anthony Brown,Anthony,Brown,0
76284,Bob Brown,Bob,Brown,0
201628,Bobby Brown,Bobby,Brown,0
1628971,Bruce Brown,Bruce,Brown,1
359,Chucky Brown,Chucky,Brown,0
2245,Damone Brown,Damone,Brown,0
76270,Darrell Brown,Darrell,Brown,0
244,Dee Brown,Dee,Brown,0
200793,Dee Brown,Dee,Brown,0
201974,Derrick Brown,Derrick,Brown,0
2484,Devin Brown,Devin,Brown,0
2081,Ernest Brown,Ernest,Brown,0
76272,Fred Brown,Fred,Brown,0
1631122,Gabe Brown,Gabe,Brown,1
76273,George Brown,George,Brown,0
1871,Gerald Brown,Gerald,Brown,0
76275,Harold Brown,Harold,Brown,0
203913,Jabari Brown,Jabari,Brown,0
1627759,Jaylen Brown,Jaylen,Brown,1
76276,John Brown,John,Brown,0
2208,Kedrick Brown,Kedrick,Brown,0
1631112,Kendall Brown,Kendall,Brown,1
2198,Kwame Brown,Kwame,Brown,0
76278,Leon Brown,Leon,Brown,0
76279,Lewis Brown,Lewis,Brown,0
203485,Lorenzo Brown,Lorenzo,Brown,0
992,Marcus Brown,Marcus,Brown,0
203900,Markel Brown,Markel,Brown,0
1479,Mike Brown,Mike,Brown,0
1629650,Moses Brown,Moses,Brown,1
76277,Myron Brown,Myron,Brown,0
136,P.J. Brown,P.J.,Brown,0
753,Randy Brown,Randy,Brown,0
76282,Raymond Brown,Raymond,Brown,0
76283,Rickey Brown,Rickey,Brown,0
76286,Roger Brown,Roger,Brown,0
200769,Shannon Brown,Shannon,Brown,0
76285,Stan Brown,Stan,Brown,0
1628425,Sterling Brown,Sterling,Brown,0
